point_id,longitude,latitude,year,soc_stock_g_m2
ctb0033-RO2609,-61.33666667,-12.17666667,1996,2496
ctb0033-RO2610,-61.32694444,-12.21416667,1996,1288
ctb0033-RO2611,-61.30833333,-12.25388889,1996,2653
ctb0033-RO2612,-61.30861111,-12.25694444,1996,296
ctb0033-RO2613,-61.26611111,-12.26472222,1996,2496
ctb0033-RO2614,-61.28333333,-12.08666667,1996,1407
ctb0033-RO2615,-61.29277778,-12.08666667,1996,1171
ctb0033-RO2616,-61.32444444,-12.08638889,1996,3447
ctb0033-RO2617,-61.41833333,-12.09527778,1996,1387
ctb0033-RO2618,-61.40833333,-12.09,1996,4475
ctb0033-RO2619,-61.36555556,-12.08638889,1996,3997
ctb0033-RO2620,-61.37611111,-12.02861111,1996,3591
ctb0033-RO2621,-61.36222222,-12.01361111,1996,3437
ctb0033-RO2622,-61.32222222,-12.01694444,1996,4404
ctb0033-RO2623,-62.90388889,-12.82305556,1996,1501
ctb0033-RO2624,-62.90277778,-12.83694444,1996,2532
ctb0033-RO2625,-62.89888889,-12.84861111,1996,1760
ctb0033-RO2626,-62.55833333,-13.05444444,1996,1480
ctb0033-RO2627,-62.55944444,-13.04611111,1996,1428
ctb0033-RO2628,-62.55611111,-13.05111111,1996,1626
ctb0033-RO2629,-62.495,-13.07611111,1996,2456
ctb0033-RO2630,-62.495,-13.07777778,1996,1909
ctb0033-RO2631,-62.38027778,-13.08527778,1996,1345
ctb0033-RO2632,-62.34333333,-13.01277778,1996,1738
ctb0033-RO2633,-62.30972222,-13.03833333,1996,5244
ctb0033-RO2634,-62.29416667,-13.0475,1996,2060
ctb0033-RO2635,-62.2725,-13.05111111,1996,7571
ctb0033-RO2636,-62.27305556,-13.07277778,1996,3527
ctb0033-RO2637,-62.24722222,-13.10388889,1996,8641
ctb0033-RO2638,-61.98722222,-13.27666667,1996,6769
ctb0033-RO2639,-61.94888889,-13.29166667,1996,7862
ctb0033-RO2640,-61.75444444,-13.20694444,1996,6259
ctb0033-RO2641,-61.80416667,-13.19944444,1996,4555
ctb0033-RO2642,-61.8525,-13.22166667,1996,4826
ctb0033-RO2643,-61.90472222,-13.25472222,1996,9347
ctb0033-RO2644,-61.94583333,-13.27277778,1996,10456
ctb0033-RO2645,-62.04944444,-13.25805556,1996,1251
ctb0033-RO2646,-61.68111111,-13.49638889,1996,6155
ctb0033-RO2647,-61.51666667,-13.47777778,1996,2083
ctb0033-RO2648,-61.51833333,-13.48583333,1996,3445
ctb0033-RO2649,-61.55027778,-13.43333333,1996,1089
ctb0033-RO2650,-61.54805556,-13.44888889,1996,2726
ctb0033-RO2651,-61.56444444,-13.45722222,1996,3181
ctb0033-RO2652,-61.57805556,-13.48333333,1996,5951
ctb0033-RO2653,-61.42666667,-13.44,1996,2184
ctb0033-RO2654,-61.41972222,-13.44305556,1996,2516
ctb0033-RO2655,-61.41305556,-13.4475,1996,10498
ctb0033-RO2656,-61.306907,-13.485739,1996,838
ctb0033-RO2657,-61.3975,-13.52027778,1996,566
ctb0033-RO2658,-61.53722222,-13.52222222,1996,3373
ctb0033-RO2659,-61.60583333,-13.50222222,1996,1701
ctb0033-RO2660,-61.68444444,-13.49555556,1996,6773
ctb0033-RO2661,-61.75027778,-13.5175,1996,9208
ctb0033-RO2662,-61.82805556,-13.525,1996,3581
ctb0033-RO2663,-61.87722222,-13.50027778,1996,603
ctb0033-RO2664,-62.04222222,-12.90666667,1996,4410
ctb0033-RO2665,-62.07138889,-12.90416667,1996,10064
ctb0033-RO2666,-62.14583333,-12.96694444,1996,8292
ctb0033-RO2667,-62.16194444,-12.99694444,1996,9339
ctb0033-RO2668,-62.27805556,-12.80805556,1996,2215
ctb0033-RO2669,-62.28638889,-12.81722222,1996,1650
ctb0033-RO2670,-62.28666667,-12.84083333,1996,2942
ctb0033-RO2671,-62.25666667,-13.00166667,1996,9042
ctb0033-RO2672,-62.25027778,-13.00722222,1996,8943
ctb0033-RO2673,-62.15361111,-12.99805556,1996,9029
ctb0033-RO2674,-62.18222222,-13.01777778,1996,8098
ctb0033-RO2675,-62.64444444,-12.96666667,1996,8630
ctb0033-RO2676,-61.01222222,-12.99833333,1996,1768
ctb0033-RO2677,-62.0075,-9.585,1996,2569
ctb0033-RO2678,-61.97388889,-9.63555556,1996,1699
ctb0033-RO2679,-62.01,-9.70444444,1996,1248
ctb0033-RO2680,-61.97527778,-9.7125,1996,2400
ctb0033-RO2681,-61.89055556,-9.73833333,1996,2593
ctb0033-RO2682,-61.92333333,-9.72222222,1996,3770
ctb0033-RO2683,-61.98527778,-9.76138889,1996,2195
ctb0033-RO2684,-61.99416667,-9.80222222,1996,4837
ctb0033-RO2685,-61.97888889,-9.45916667,1996,3157
ctb0033-RO2686,-61.98416667,-9.51527778,1996,2455
ctb0033-RO2687,-61.96583333,-9.57583333,1996,1945
ctb0033-RO2688,-62.025,-9.57888889,1996,3942
ctb0033-RO2689,-62.02972222,-9.54444444,1996,1605
ctb0033-RO2690,-62.06777778,-9.6125,1996,2878
ctb0033-RO2691,-62.03305556,-9.65305556,1996,2920
ctb0033-RO2692,-62.07027778,-9.68305556,1996,2481
ctb0033-RO2693,-62.05833333,-9.73,1996,3261
ctb0033-RO2694,-62.09944444,-9.665,1996,3210
ctb0033-RO2695,-62.13388889,-9.69861111,1996,2011
ctb0033-RO2696,-62.14305556,-9.73472222,1996,2507
ctb0033-RO2697,-62.17944444,-9.71027778,1996,2906
ctb0033-RO2698,-62.18861111,-9.77083333,1996,1768
ctb0033-RO2699,-62.225,-9.77388889,1996,2451
ctb0033-RO2769,-62.90277778,-10.20555556,1996,4037
ctb0033-RO2770,-62.88666667,-10.24888889,1996,4241
ctb0033-RO2775,-63.11472222,-10.44166667,1996,6252
ctb0033-RO2791,-62.89694444,-10.965,1996,856
ctb0033-RO2793,-62.7675,-10.92611111,1996,11834
ctb0033-RO2798,-62.51805556,-10.68916667,1996,3928
ctb0033-RO2800,-63.10472222,-7.56555556,1996,2858
ctb0033-RO2801,-61.22027778,-11.7575,1996,1652
ctb0033-RO2802,-61.29611111,-11.765,1996,1290
ctb0033-RO2803,-61.32555556,-11.87055556,1996,5872
ctb0033-RO2804,-61.3975,-11.86972222,1996,1769
ctb0033-RO2805,-61.47277778,-11.92055556,1996,4864
ctb0033-RO2806,-61.40611111,-11.79722222,1996,2812
ctb0033-RO2807,-61.05527778,-11.80166667,1996,6223
ctb0033-RO2808,-61.09166667,-11.83944444,1996,2549
ctb0033-RO2809,-61.02166667,-11.86361111,1996,2904
ctb0033-RO2810,-61.09194444,-11.90888889,1996,2749
ctb0033-RO2811,-61.09277778,-11.95138889,1996,2116
ctb0033-RO2812,-61.18166667,-11.92305556,1996,3659
ctb0033-RO2813,-60.96138889,-11.81555556,1996,7356
ctb0033-RO2814,-60.88138889,-11.7675,1996,2199
ctb0033-RO2815,-61.02083333,-11.91111111,1996,4575
ctb0033-RO2816,-60.94416667,-11.90888889,1996,3998
ctb0033-RO2817,-60.85777778,-11.90611111,1996,4090
ctb0033-RO2818,-60.77083333,-11.86027778,1996,2632
ctb0033-RO2819,-60.95527778,-11.97833333,1996,2268
ctb0033-RO2820,-60.66555556,-11.89027778,1996,3766
ctb0033-RO2821,-60.65861111,-11.82166667,1996,4948
ctb0033-RO2822,-60.6825,-11.71416667,1996,2080
ctb0033-RO2823,-60.58388889,-11.69916667,1996,6275
ctb0033-RO2824,-60.54694444,-11.63305556,1996,6422
ctb0033-RO2825,-60.48972222,-11.63722222,1996,13039
ctb0033-RO2826,-60.71305556,-11.97222222,1996,14224
ctb0033-RO2827,-60.74611111,-11.99583333,1996,6801
ctb0033-RO2828,-60.74638889,-11.99583333,1996,5495
ctb0033-RO2829,-61.13222222,-11.72444444,1996,4545
ctb0033-RO2830,-61.00611111,-11.63305556,1996,2773
ctb0033-RO2831,-60.91333333,-11.645,1996,1125
ctb0033-RO2832,-60.92194444,-11.68194444,1996,1273
ctb0033-RO2833,-60.85916667,-11.635,1996,6832
ctb0033-RO2834,-60.87805556,-11.67805556,1996,3963
ctb0033-RO2835,-61.19722222,-11.82916667,1996,4379
ctb0033-RO2836,-61.17388889,-11.88361111,1996,4803
ctb0033-RO2837,-61.15305556,-11.80111111,1996,5910
ctb0033-RO2838,-60.88472222,-11.86027778,1996,2803
ctb0033-RO2839,-60.80833333,-11.79527778,1996,1110
ctb0033-RO2840,-60.83638889,-11.86055556,1996,5557
ctb0033-RO2841,-60.9625,-11.54472222,1996,4882
ctb0033-RO2842,-60.9,-11.54527778,1996,7062
ctb0033-RO2843,-60.84194444,-11.53611111,1996,14293
ctb0033-RO2844,-60.84166667,-11.48694444,1996,4142
ctb0033-RO2845,-60.77333333,-11.49083333,1996,8064
ctb0033-RO2846,-60.76388889,-11.45861111,1996,3052
ctb0033-RO2847,-60.925,-11.10111111,1996,5016
ctb0033-RO2848,-60.96083333,-11.02305556,1996,1813
ctb0033-RO2849,-60.865,-11.04166667,1996,3229
ctb0033-RO2850,-60.83361111,-10.99416667,1996,5483
ctb0033-RO2851,-60.77916667,-11.11361111,1996,3000
ctb0033-RO2852,-60.74944444,-11.14,1996,1845
ctb0033-RO2853,-60.86972222,-11.14694444,1996,3230
ctb0033-RO2854,-60.76722222,-11.64583333,1996,3514
ctb0033-RO2855,-60.72444444,-11.61166667,1996,2691
ctb0033-RO2856,-60.70277778,-11.65444444,1996,4792
ctb0033-RO2857,-60.62055556,-11.63,1996,6575
ctb0033-RO2858,-60.59333333,-11.61611111,1996,8006
ctb0033-RO2859,-60.54777778,-11.5775,1996,2523
ctb0033-RO2860,-60.87555556,-11.49,1996,5585
ctb0033-RO2861,-60.76944444,-11.5475,1996,4169
ctb0033-RO2862,-60.72611111,-11.55888889,1996,1971
ctb0033-RO2863,-60.65666667,-11.55055556,1996,3422
ctb0033-RO2864,-60.60083333,-11.54694444,1996,3547
ctb0033-RO2865,-60.82805556,-11.71277778,1996,5131
ctb0033-RO2866,-60.78027778,-11.73305556,1996,2885
ctb0033-RO2867,-60.87055556,-11.71722222,1996,4719
ctb0033-RO2868,-60.74222222,-11.68138889,1996,5101
ctb0033-RO2869,-60.67777778,-11.78472222,1996,1377
ctb0033-RO2870,-60.64333333,-11.685,1996,3882
ctb0033-RO2871,-61.04333333,-11.56416667,1996,3124
ctb0033-RO2872,-60.92972222,-11.59027778,1996,3187
ctb0033-RO2873,-61.09027778,-11.75472222,1996,7700
ctb0033-RO2874,-61.295,-11.79277778,1996,2739
ctb0033-RO2875,-61.44972222,-11.57472222,1996,4828
ctb0033-RO2876,-60.81166667,-11.92972222,1996,2366
ctb0033-RO2877,-61.03111111,-11.61972222,1996,6288
ctb0033-RO2878,-60.80111111,-11.31666667,1996,9243
ctb0033-RO2879,-61.16027778,-11.48388889,1996,5472
ctb0033-RO2880,-60.79,-11.17083333,1996,9438
ctb0033-RO2881,-60.83972222,-11.06777778,1996,9792
ctb0033-RO2900,-64.595,-9.28,1996,4663
ctb0033-RO2901,-64.61388889,-9.30861111,1996,2207
ctb0033-RO2902,-64.64944444,-9.37833333,1996,2156
ctb0033-RO2903,-64.64944444,-9.37833333,1996,3960
ctb0033-RO2904,-64.64638889,-9.37166667,1996,1714
ctb0033-RO2905,-64.65861111,-9.36138889,1996,838
ctb0033-RO2906,-64.55972222,-9.45555556,1996,1970
ctb0033-RO2907,-64.61805556,-9.44333333,1996,7470
ctb0033-RO2908,-64.65222222,-9.46722222,1996,2287
ctb0033-RO2909,-64.66416667,-9.30833333,1996,2650
ctb0033-RO2910,-64.68916667,-9.33638889,1996,1768
ctb0033-RO2911,-64.67694444,-9.35361111,1996,2058
ctb0033-RO2912,-64.74694444,-9.37722222,1996,1911
ctb0033-RO2913,-64.74694444,-9.38777778,1996,1581
ctb0033-RO2914,-64.71166667,-9.40777778,1996,4739
ctb0033-RO2915,-64.83416667,-9.63694444,1996,3638
ctb0033-RO2916,-64.85,-9.64472222,1996,2871
ctb0033-RO2917,-65.36611111,-9.68583333,1996,8600
ctb0033-RO2918,-65.43638889,-9.66583333,1996,1904
ctb0033-RO2919,-65.40138889,-9.67527778,1996,2407
ctb0033-RO2920,-65.32611111,-9.73583333,1996,2613
ctb0033-RO2921,-65.29972222,-9.76972222,1996,3634
ctb0033-RO2922,-65.29222222,-9.81027778,1996,1357
ctb0033-RO2923,-65.27166667,-9.84944444,1996,2115
ctb0033-RO2924,-65.2775,-10.00583333,1996,2754
ctb0033-RO2925,-65.2975,-9.96583333,1996,2113
ctb0033-RO2926,-65.28055556,-9.93777778,1996,2000
ctb0033-RO2927,-65.25416667,-9.69111111,1996,5445
ctb0033-RO2928,-65.25138889,-9.71,1996,2586
ctb0033-RO2929,-65.25861111,-9.72388889,1996,5442
ctb0033-RO2930,-65.23527778,-9.76694444,1996,4512
ctb0033-RO2931,-65.24361111,-9.80611111,1996,2844
ctb0033-RO2932,-65.24916667,-9.82444444,1996,4858
ctb0033-RO2933,-65.27416667,-9.91333333,1996,4087
ctb0033-RO2934,-65.10111111,-9.76611111,1996,3312
ctb0033-RO2935,-65.13138889,-9.745,1996,2709
ctb0033-RO2936,-64.76055556,-9.50305556,1996,4111
ctb0033-RO2937,-64.63194444,-9.44194444,1996,3409
ctb0033-RO2938,-64.56194444,-9.43194444,1996,3086
ctb0033-RO2939,-65.52666667,-9.77083333,1996,2006
ctb0033-RO2940,-65.55555556,-9.74527778,1996,3031
ctb0033-RO2941,-65.55416667,-9.64583333,1996,2649
ctb0033-RO2942,-65.53638889,-9.70388889,1996,2437
ctb0033-RO2943,-65.53527778,-9.69916667,1996,4917
ctb0033-RO2944,-65.44972222,-9.66861111,1996,2438
ctb0033-RO2945,-65.49444444,-9.65861111,1996,6399
ctb0033-RO2946,-65.56055556,-9.81055556,1996,4132
ctb0033-RO2947,-65.5725,-9.81777778,1996,1807
ctb0033-RO2948,-65.61083333,-9.82333333,1996,2081
ctb0033-RO2949,-65.64805556,-9.79138889,1996,2847
ctb0033-RO2950,-65.70361111,-9.80777778,1996,2414
ctb0033-RO2951,-65.68472222,-9.72694444,1996,1696
ctb0033-RO2952,-65.68527778,-9.74055556,1996,2109
ctb0033-RO2953,-65.735686,-9.764905,1996,2081
ctb0033-RO2954,-65.58722222,-9.71055556,1996,2236
ctb0033-RO2955,-65.60527778,-9.6625,1996,2722
ctb0033-RO2956,-65.6475,-9.68777778,1996,5223
ctb0033-RO2957,-65.70055556,-9.53555556,1996,4706
ctb0033-RO2958,-65.70083333,-9.57638889,1996,1671
ctb0033-RO2959,-65.65416667,-9.56305556,1996,5539
ctb0033-RO2960,-65.67555556,-9.60861111,1996,6758
ctb0033-RO2961,-65.68555556,-9.63861111,1996,5196
ctb0033-RO2962,-65.98527778,-9.41305556,1996,2875
ctb0033-RO2963,-65.98138889,-9.465,1996,2978
ctb0033-RO2964,-65.98,-9.50805556,1996,3416
ctb0033-RO2965,-65.97416667,-9.57416667,1996,2315
ctb0033-RO2966,-65.93222222,-9.57444444,1996,2774
ctb0033-RO2967,-66.005,-9.6025,1996,2437
ctb0033-RO2968,-65.08916667,-9.67472222,1996,2588
ctb0033-RO2969,-64.99305556,-9.64777778,1996,4428
ctb0033-RO2970,-65.77333333,-9.68111111,1996,3656
ctb0033-RO2971,-65.77722222,-9.7,1996,4142
ctb0033-RO2972,-65.81722222,-9.67055556,1996,3923
ctb0033-RO2973,-65.90027778,-9.71972222,1996,2601
ctb0033-RO2974,-65.91555556,-9.68944444,1996,3368
ctb0033-RO2975,-66.69472222,-9.79111111,1996,3332
ctb0033-RO2976,-66.63805556,-9.87027778,1996,2705
ctb0033-RO2977,-66.63833333,-9.82361111,1996,2057
ctb0033-RO2978,-66.59472222,-9.80527778,1996,2910
ctb0033-RO2979,-66.74083333,-9.7975,1996,5642
ctb0033-RO2980,-66.73472222,-9.83166667,1996,3733
ctb0033-RO2981,-66.64805556,-9.74361111,1996,3463
ctb0033-RO2982,-66.57583333,-9.66388889,1996,2780
ctb0033-RO2983,-66.61388889,-9.73472222,1996,3318
ctb0033-RO2984,-66.55722222,-9.83666667,1996,3208
ctb0033-RO2985,-66.53944444,-9.79444444,1996,4510
ctb0033-RO2986,-66.49166667,-9.77666667,1996,3965
ctb0033-RO2987,-66.50166667,-9.69138889,1996,8606
ctb0033-RO2988,-66.47694444,-9.60916667,1996,3012
ctb0033-RO2989,-66.31194444,-9.73583333,1996,2713
ctb0033-RO2990,-66.32166667,-9.66694444,1996,3067
ctb0033-RO2991,-66.32055556,-9.59416667,1996,2432
ctb0033-RO2992,-61.41583333,-9.66972222,1996,4793
ctb0033-RO2993,-66.40388889,-9.74527778,1996,2998
ctb0033-RO2994,-66.42805556,-9.86916667,1996,2035
ctb0033-RO2995,-66.41972222,-9.84138889,1996,2455
ctb0033-RO2996,-66.35361111,-9.83722222,1996,3026
ctb0033-RO2997,-66.30944444,-9.80666667,1996,1438
ctb0033-RO2998,-66.21833333,-9.80944444,1996,1579
ctb0033-RO2999,-66.23555556,-9.64888889,1996,3666
ctb0033-RO3000,-61.53722222,-12.75333333,1996,3971
ctb0033-RO3001,-63.00111111,-12.51333333,1996,2929
ctb0033-RO3002,-63.01666667,-12.52444444,1996,2419
ctb0033-RO3003,-63.02833333,-12.4325,1996,1335
ctb0033-RO3004,-63.02583333,-12.41083333,1996,4702
ctb0033-RO3005,-63.05805556,-12.47138889,1996,2877
ctb0033-RO3006,-63.01388889,-12.37027778,1996,3749
ctb0033-RO3007,-63.00833333,-12.37916667,1996,14214
ctb0033-RO3008,-63.00722222,-12.38555556,1996,5473
ctb0033-RO3009,-62.97,-12.36777778,1996,5413
ctb0033-RO3010,-62.895,-12.35555556,1996,1440
ctb0033-RO3011,-62.80222222,-12.35944444,1996,5733
ctb0033-RO3012,-62.7975,-12.35666667,1996,2596
ctb0033-RO3013,-62.78472222,-12.3675,1996,2641
ctb0033-RO3014,-62.77972222,-12.38555556,1996,2836
ctb0033-RO3015,-62.73666667,-12.35194444,1996,2929
ctb0033-RO3016,-62.76555556,-12.34944444,1996,5227
ctb0033-RO3017,-62.75555556,-12.34722222,1996,4643
ctb0033-RO3018,-62.65055556,-12.23722222,1996,4385
ctb0033-RO3019,-62.66916667,-12.20888889,1996,4473
ctb0033-RO3020,-62.67972222,-12.20138889,1996,3396
ctb0033-RO3021,-62.62527778,-12.24722222,1996,8316
ctb0033-RO3022,-62.57888889,-12.24166667,1996,2058
ctb0033-RO3023,-62.59111111,-12.24833333,1996,2520
ctb0033-RO3024,-62.60361111,-12.25055556,1996,4244
ctb0033-RO3025,-62.60833333,-12.19416667,1996,2274
ctb0033-RO3026,-62.60361111,-12.15722222,1996,2126
ctb0033-RO3027,-62.61777778,-12.11555556,1996,2476
ctb0033-RO3028,-62.62222222,-12.11055556,1996,2038
ctb0033-RO3029,-62.63694444,-12.09861111,1996,4001
ctb0033-RO3030,-62.61555556,-12.09111111,1996,1460
ctb0033-RO3031,-62.62166667,-12.07361111,1996,3495
ctb0033-RO3032,-62.635,-12.0675,1996,4762
ctb0033-RO3033,-62.64527778,-12.07277778,1996,2673
ctb0033-RO3034,-62.54638889,-12.04944444,1996,4155
ctb0033-RO3035,-62.48444444,-12.00666667,1996,4618
ctb0033-RO3036,-62.47138889,-12.01916667,1996,2582
ctb0033-RO3037,-62.45833333,-12.03194444,1996,4395
ctb0033-RO3038,-62.4475,-11.99916667,1996,3043
ctb0033-RO3039,-60.77833333,-11.42166667,1996,8340
ctb0033-RO3040,-60.6925,-11.38972222,1996,12983
ctb0033-RO3041,-60.47333333,-11.86305556,1996,1970
ctb0033-RO3042,-60.47333333,-11.82694444,1996,2948
ctb0033-RO3043,-60.47861111,-11.79222222,1996,2713
ctb0033-RO3044,-60.47055556,-11.76666667,1996,2906
ctb0033-RO3045,-61.48111111,-11.40972222,1996,2650
ctb0033-RO3046,-61.48055556,-11.33638889,1996,3081
ctb0033-RO3047,-61.47638889,-11.24194444,1996,5311
ctb0033-RO3048,-61.46694444,-11.17277778,1996,5821
ctb0033-RO3049,-61.46944444,-11.13444444,1996,2398
ctb0033-RO3050,-61.48305556,-11.08861111,1996,1517
ctb0033-RO3051,-61.43722222,-11.06972222,1996,5217
ctb0033-RO3052,-61.44444444,-11.02666667,1996,7354
ctb0033-RO3053,-61.44527778,-10.96611111,1996,6167
ctb0033-RO3054,-61.44555556,-11.10777778,1996,1431
ctb0033-RO3055,-61.44388889,-11.15111111,1996,5516
ctb0033-RO3056,-61.44083333,-11.21805556,1996,3272
ctb0033-RO3057,-61.44305556,-11.29055556,1996,5253
ctb0033-RO3058,-61.40777778,-11.40722222,1996,7042
ctb0033-RO3059,-61.40583333,-11.32083333,1996,4880
ctb0033-RO3060,-61.40611111,-11.25833333,1996,7295
ctb0033-RO3061,-61.40555556,-11.19611111,1996,2919
ctb0033-RO3062,-61.40694444,-11.12944444,1996,5571
ctb0033-RO3063,-61.36444444,-11.12,1996,1274
ctb0033-RO3064,-61.36583333,-11.1575,1996,2876
ctb0033-RO3065,-61.37166667,-11.22444444,1996,5162
ctb0033-RO3066,-61.37027778,-11.2875,1996,7182
ctb0033-RO3067,-61.44361111,-11.37166667,1996,5061
ctb0033-RO3068,-61.37083333,-11.44722222,1996,1778
ctb0033-RO3069,-61.37027778,-11.38527778,1996,8212
ctb0033-RO3070,-61.34555556,-11.13777778,1996,8431
ctb0033-RO3071,-61.33277778,-11.19472222,1996,3962
ctb0033-RO3072,-61.33361111,-11.25722222,1996,2452
ctb0033-RO3073,-61.33305556,-11.34388889,1996,3959
ctb0033-RO3074,-61.33777778,-11.41805556,1996,5245
ctb0033-RO3075,-61.33472222,-11.48055556,1996,3718
ctb0033-RO3076,-61.29333333,-11.43583333,1996,4289
ctb0033-RO3077,-61.29666667,-11.37916667,1996,2159
ctb0033-RO3078,-61.29583333,-11.30027778,1996,10795
ctb0033-RO3079,-61.29638889,-11.24916667,1996,2159
ctb0033-RO3080,-61.25722222,-11.26972222,1996,3792
ctb0033-RO3081,-61.2575,-11.33833333,1996,2440
ctb0033-RO3082,-61.25944444,-11.41277778,1996,2726
ctb0033-RO3083,-61.47305556,-11.47027778,1996,2396
ctb0033-RO3084,-61.45861111,-11.49833333,1996,5418
ctb0033-RO3085,-61.42166667,-11.49722222,1996,6874
ctb0033-RO3086,-61.38111111,-11.49805556,1996,4005
ctb0033-RO3087,-61.40527778,-11.555,1996,5823
ctb0033-RO3088,-61.39388889,-11.59,1996,2766
ctb0033-RO3089,-61.43611111,-11.58666667,1996,6037
ctb0033-RO3090,-61.45,-11.53222222,1996,5001
ctb0033-RO3091,-61.51944444,-11.49888889,1996,6876
ctb0033-RO3092,-61.51972222,-11.53166667,1996,2804
ctb0033-RO3093,-61.12722222,-11.1625,1996,2761
ctb0033-RO3094,-61.14444444,-11.18416667,1996,7883
ctb0033-RO3095,-61.16333333,-11.19694444,1996,6108
ctb0033-RO3096,-61.22472222,-11.48611111,1996,5219
ctb0033-RO3097,-61.22194444,-11.37722222,1996,6578
ctb0033-RO3098,-61.22222222,-11.30416667,1996,5127
ctb0033-RO3099,-61.22194444,-11.24944444,1996,3324
ctb0033-RO3100,-61.20805556,-11.33444444,1996,7757
ctb0033-RO3101,-61.185,-11.26305556,1996,5941
ctb0033-RO3102,-61.17166667,-11.30694444,1996,3772
ctb0033-RO3103,-61.18583333,-11.37277778,1996,1970
ctb0033-RO3104,-61.18416667,-11.43055556,1996,6207
ctb0033-RO3105,-61.25805556,-11.46166667,1996,4523
ctb0033-RO3106,-61.49583333,-11.52277778,1996,5906
ctb0033-RO3107,-61.50777778,-11.56722222,1996,4421
ctb0033-RO3108,-61.54027778,-11.65361111,1996,2218
ctb0033-RO3109,-61.4925,-11.65361111,1996,5772
ctb0033-RO3110,-61.53527778,-11.60472222,1996,6109
ctb0033-RO3111,-61.48944444,-11.61583333,1996,4160
ctb0033-RO3112,-61.56138889,-11.58555556,1996,5499
ctb0033-RO3113,-61.59138889,-11.54222222,1996,9581
ctb0033-RO3114,-61.51777778,-11.36888889,1996,4852
ctb0033-RO3115,-61.51861111,-11.28888889,1996,5805
ctb0033-RO3116,-61.50972222,-11.15888889,1996,3566
ctb0033-RO3117,-61.51055556,-11.12166667,1996,6624
ctb0033-RO3118,-61.50583333,-11.06083333,1996,5208
ctb0033-RO3119,-61.49138889,-11.015,1996,7027
ctb0033-RO3120,-61.53361111,-11.15222222,1996,4904
ctb0033-RO3121,-61.53,-11.08,1996,7837
ctb0033-RO3122,-61.55444444,-11.03138889,1996,3466
ctb0033-RO3123,-61.21416667,-11.68194444,1996,4123
ctb0033-RO3124,-61.24611111,-11.68916667,1996,4862
ctb0033-RO3125,-61.24527778,-11.64694444,1996,4245
ctb0033-RO3126,-61.23527778,-11.62777778,1996,3088
ctb0033-RO3127,-61.28416667,-11.63555556,1996,4464
ctb0033-RO3128,-61.29861111,-11.61805556,1996,3862
ctb0033-RO3129,-61.33666667,-11.65333333,1996,4822
ctb0033-RO3130,-61.38444444,-11.65277778,1996,4057
ctb0033-RO3131,-61.43638889,-11.65361111,1996,2971
ctb0033-RO3132,-61.10916667,-11.60222222,1996,4884
ctb0033-RO3133,-61.09666667,-11.53722222,1996,4662
ctb0033-RO3134,-61.09722222,-11.50527778,1996,4912
ctb0033-RO3135,-61.17027778,-11.50388889,1996,2206
ctb0033-RO3136,-61.17361111,-11.54527778,1996,6400
ctb0033-RO3137,-61.17111111,-11.60305556,1996,4974
ctb0033-RO3138,-61.20083333,-11.6175,1996,6075
ctb0033-RO3139,-61.20611111,-11.58166667,1996,2045
ctb0033-RO3140,-61.20777778,-11.5375,1996,2522
ctb0033-RO3141,-61.05444444,-11.49111111,1996,3423
ctb0033-RO3142,-61.1125,-11.44722222,1996,6784
ctb0033-RO3143,-61.14,-11.48027778,1996,4532
ctb0033-RO3144,-61.15,-11.43555556,1996,6386
ctb0033-RO3145,-61.14972222,-11.38055556,1996,5977
ctb0033-RO3146,-61.13611111,-11.36472222,1996,5650
ctb0033-RO3147,-61.09666667,-11.35555556,1996,4504
ctb0033-RO3148,-61.15416667,-11.34388889,1996,3660
ctb0033-RO3149,-61.14861111,-11.24555556,1996,9165
ctb0033-RO3150,-61.10361111,-11.2075,1996,4310
ctb0033-RO3151,-61.07083333,-11.23111111,1996,9488
ctb0033-RO3152,-61.09416667,-11.27027778,1996,6503
ctb0033-RO3153,-61.06222222,-11.38416667,1996,4187
ctb0033-RO3154,-61.03222222,-11.34611111,1996,6583
ctb0033-RO3155,-61.00694444,-11.30777778,1996,3250
ctb0033-RO3156,-60.97305556,-11.26972222,1996,3960
ctb0033-RO3157,-60.94305556,-11.23611111,1996,3590
ctb0033-RO3158,-60.95083333,-11.20055556,1996,1466
ctb0033-RO3159,-60.95583333,-11.16083333,1996,2584
ctb0033-RO3160,-60.97805556,-11.13638889,1996,3025
ctb0033-RO3161,-61.00694444,-11.15944444,1996,5134
ctb0033-RO3162,-61.03638889,-11.19666667,1996,3746
ctb0033-RO3163,-61.10555556,-11.30888889,1996,4751
ctb0033-RO3164,-61.04583333,-11.455,1996,3470
ctb0033-RO3165,-61.02277778,-11.42083333,1996,3297
ctb0033-RO3166,-60.99694444,-11.38388889,1996,3433
ctb0033-RO3167,-60.9625,-11.39055556,1996,4373
ctb0033-RO3168,-60.92388889,-11.36916667,1996,5595
ctb0033-RO3169,-60.90083333,-11.33722222,1996,3927
ctb0033-RO3170,-60.91972222,-11.30388889,1996,3743
ctb0033-RO3171,-60.88222222,-11.28333333,1996,6869
ctb0033-RO3172,-60.82777778,-11.25666667,1996,6915
ctb0033-RO3173,-60.80361111,-11.22694444,1996,9162
ctb0033-RO3174,-61.00222222,-11.51361111,1996,3703
ctb0033-RO3175,-60.97888889,-11.48361111,1996,3448
