id,soc_stock_t_ha_observado,soc_stock_t_ha_predito,mean_prediction,median_prediction,sampling_year,error,code_state.x,abbrev_state.x,name_state,code_region,name_region,code_muni,name_muni,code_state.y,abbrev_state.y,geometry
ctb0033-RO1041,7,7.41,3213,3142,1996,0.41,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-63.44805556|-12.1425
ctb0033-RO1065,7,8,3250,3176,1996,1,11,RO,Rondônia,1,Norte,1100080,Costa Marques,11,RO,-64.05611111|-12.29833333
ctb0033-RO1542,7,7.07,3271,3283,1996,0.0700000000000003,11,RO,Rondônia,1,Norte,1100924,Chupinguaia,11,RO,-60.91388889|-12.42388889
ctb0033-RO1809,7,7.02,3974,3948,1996,0.0199999999999996,11,RO,Rondônia,1,Norte,1100064,Colorado Do Oeste,11,RO,-60.70194444|-13.02805556
ctb0033-RO2174,7,7.38,4804,3520,1996,0.38,11,RO,Rondônia,1,Norte,1100106,Guajará-Mirim,11,RO,-65.17416667|-11.04472222
ctb0033-RO2194,7,7.32,3882,3738,1996,0.32,11,RO,Rondônia,1,Norte,1100106,Guajará-Mirim,11,RO,-64.91027778|-10.83277778
ctb0033-RO3497,7,7.54,3060,3040,1996,0.54,11,RO,Rondônia,1,Norte,1101559,Teixeirópolis,11,RO,-62.24388889|-10.90638889
ctb0033-RO1045,8,9.09,3385,3213,1996,1.09,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-63.71916667|-12.18527778
ctb0033-RO1063,8,7.99,3252,3126,1996,-0.00999999999999979,11,RO,Rondônia,1,Norte,1101492,São Francisco Do Guaporé,11,RO,-63.64444444|-12.03194444
ctb0033-RO1121,8,8.6,3263,3183,1996,0.6,11,RO,Rondônia,1,Norte,1101500,Seringueiras,11,RO,-63.10361111|-11.81777778
ctb0033-RO1510,8,7.67,3697,3633,1996,-0.33,11,RO,Rondônia,1,Norte,1100304,Vilhena,11,RO,-60.2175|-12.88833333
ctb0033-RO2058,8,8.53,3470,3409,1996,0.529999999999999,11,RO,Rondônia,1,Norte,1100338,Nova Mamoré,11,RO,-65.11944444|-10.34305556
