"id","soc_stock_t_ha_observado","soc_stock_t_ha_predito","mean_prediction","median_prediction","sampling_year","soc_stock_g_m2","latitude","longitude"
"ctb0033-RO3624",14,13.72,3168,3094,1996,1372,-11.015,-62.3775
"ctb0033-RO3664",14,14.21,3236,3176,1996,1421,-11.24138889,-62.11944444
"ctb0033-RO3673",14,13.55,3117,3081,1996,1355,-11.42611111,-62.22111111
"ctb0033-RO3686",14,13.93,3211,3154,1996,1393,-11.19388889,-61.97277778
"ctb0033-RO3763",14,14.36,3829,3803,1996,1436,-11.30222222,-61.70055556
"ctb0033-RO3790",14,14.54,3349,3304,1996,1454,-10.90305556,-61.85611111
"ctb0033-RO3798",14,14.27,3270,3206,1996,1427,-11.13944444,-62.90472222
"ctb0033-RO3851",14,14.23,3255,3113,1996,1423,-11.71361111,-62.57
"ctb0033-RO3892",14,14.47,3312,3208,1996,1447,-11.63888889,-62.07111111
"ctb0033-RO3941",14,14.03,4003,3944,1996,1403,-11.735,-62.03611111
"ctb0033-RO1042",15,15.12,3677,3387,1996,1512,-12.28,-63.4125
"ctb0033-RO1055",15,16.46,3460,3127,1996,1646,-12.15527778,-64.06555556
"ctb0033-RO1244",15,15.75,3718,3525,1996,1575,-12.32916667,-63.33055556
"ctb0033-RO1343",15,18.96,3205,3176,1996,1896,-10.43444444,-64.11555556
"ctb0033-RO1521",15,15.21,3451,3378,1996,1521,-12.2675,-60.73444444
"ctb0033-RO1534",15,13.92,4315,4241,1996,1392,-12.71777778,-60.88583333
"ctb0033-RO1543",15,15.21,3329,3281,1996,1521,-12.43527778,-60.8575
"ctb0033-RO1548",15,15.33,3413,3392,1996,1533,-12.31694444,-60.82833333
"ctb0033-RO1563",15,15.85,4058,4049,1996,1585,-12.77861111,-60.39527778
"ctb0033-RO1584",15,16.98,4026,3947,1996,1698,-12.99972222,-60.43055556
"ctb0033-RO1606",15,15.1,4125,4048,1996,1510,-12.44277778,-60.64055556
"ctb0033-RO1658",15,15.02,4224,4113,1996,1502,-12.52333333,-60.35027778
"ctb0033-RO1896",15,15.6,3599,3557,1996,1560,-9.27333333,-64.43722222
"ctb0033-RO2014",15,14.82,3273,3188,1996,1482,-10.69222222,-64.86611111
"ctb0033-RO2045",15,15.86,3253,3159,1996,1586,-10.36777778,-64.81472222
"ctb0033-RO2061",15,15.21,3502,3448,1996,1521,-10.11694444,-65.27861111
"ctb0033-RO2104",15,18.03,3290,3216,1996,1803,-10.22083333,-64.92722222
"ctb0033-RO2169",15,15.12,3763,3568,1996,1512,-11.18416667,-64.89416667
"ctb0033-RO2247",15,14.82,4049,3919,1996,1482,-12.13194444,-61.73222222
"ctb0033-RO2336",15,14.79,4043,3925,1996,1479,-8.43944444,-62.96583333
"ctb0033-RO2337",15,15,3565,3511,1996,1500,-8.39888889,-63.02027778
"ctb0033-RO2548",15,14.78,4215,4110,1996,1478,-12.80944444,-61.42527778
"ctb0033-RO2571",15,14.93,3405,3368,1996,1493,-12.1325,-61.23222222
"ctb0033-RO2580",15,15.46,3952,3916,1996,1546,-12.68194444,-60.29305556
"ctb0033-RO2623",15,15.01,4776,3781,1996,1501,-12.82305556,-62.90388889
"ctb0033-RO2997",15,14.38,4055,3548,1996,1438,-9.80666667,-66.30944444
"ctb0033-RO3050",15,15.17,3991,3944,1996,1517,-11.08861111,-61.48305556
"ctb0033-RO3204",15,14.86,3186,3155,1996,1486,-9.80527778,-62.13277778
"ctb0033-RO3364",15,19.13,4009,3900,1996,1913,-11.7125,-61.66805556
"ctb0033-RO3502",15,14.39,3221,3152,1996,1439,-10.8575,-62.13472222
"ctb0033-RO3554",15,15.41,3411,3280,1996,1541,-10.18555556,-62.34555556
"ctb0033-RO3646",15,15.09,3417,3374,1996,1509,-11.37888889,-62.42055556
"ctb0033-RO3669",15,14.58,3198,3164,1996,1458,-11.32805556,-61.94444444
"ctb0033-RO3702",15,14.64,3683,3588,1996,1464,-8.94611111,-63.86
"ctb0033-RO3797",15,14.69,3291,3239,1996,1469,-11.14916667,-62.79583333
"ctb0033-RO3843",15,15.99,3181,3127,1996,1599,-11.65055556,-62.74861111
"ctb0033-RO3850",15,15.53,3244,3127,1996,1553,-11.66138889,-62.57166667
"ctb0033-RO3854",15,15.08,3569,3249,1996,1508,-11.72611111,-62.55777778
"ctb0033-RO3856",15,15.18,3318,3166,1996,1518,-11.73805556,-62.4925
"ctb0033-RO3882",15,15.01,3492,3404,1996,1501,-11.62305556,-62.20055556
"ctb0033-RO1015",16,17.82,3420,3281,1996,1782,-12.20888889,-63.8475
"ctb0033-RO1032",16,15.95,3167,3148,1996,1595,-11.89027778,-63.81861111
"ctb0033-RO1177",16,15.23,3296,3206,1996,1523,-10.34388889,-63.60194444
"ctb0033-RO1185",16,17.84,3571,3558,1996,1784,-10.30194444,-64.08305556
"ctb0033-RO1213",16,15.89,3712,3469,1996,1589,-11.74138889,-63.20055556
"ctb0033-RO1519",16,16.03,3845,3794,1996,1603,-12.26777778,-61.02944444
"ctb0033-RO1667",16,15.71,4383,4168,1996,1571,-12.44333333,-60.17111111
"ctb0033-RO1694",16,18.17,4116,4018,1996,1817,-12.59388889,-61.47527778
"ctb0033-RO1737",16,16.2,4091,4081,1996,1620,-12.9775,-60.58805556
"ctb0033-RO1863",16,16.49,4310,4240,1996,1649,-13.2575,-60.90305556
"ctb0033-RO2050",16,16.11,3470,3389,1996,1611,-10.91833333,-65.14777778
"ctb0033-RO2082",16,15.73,3375,3249,1996,1573,-10.75583333,-65.32083333
"ctb0033-RO2264",16,17.17,4296,4063,1996,1717,-12.00388889,-61.70638889
"ctb0033-RO2315",16,16.13,3509,3249,1996,1613,-12.54472222,-61.99722222
"ctb0033-RO2334",16,14.94,4102,4012,1996,1494,-8.52805556,-62.97166667
"ctb0033-RO2392",16,16.63,3820,3752,1996,1663,-8.6975,-63.63777778
"ctb0033-RO2549",16,16.15,4236,4112,1996,1615,-12.80666667,-61.43111111
"ctb0033-RO2550",16,15.11,4163,4093,1996,1511,-12.80861111,-61.40472222
"ctb0033-RO2563",16,16.07,4013,3943,1996,1607,-12.29888889,-61.08361111
"ctb0033-RO2569",16,15.34,3486,3413,1996,1534,-12.17416667,-61.32333333
"ctb0033-RO2628",16,16.26,3948,3809,1996,1626,-13.05111111,-62.55611111
"ctb0033-RO2669",16,16.5,3856,3727,1996,1650,-12.81722222,-62.28638889
"ctb0033-RO2689",16,16.05,3660,3361,1996,1605,-9.54444444,-62.02972222
"ctb0033-RO2801",16,16.52,3436,3336,1996,1652,-11.7575,-61.22027778
"ctb0033-RO2913",16,15.81,3571,3468,1996,1581,-9.38777778,-64.74694444
"ctb0033-RO2958",16,16.71,3434,3383,1996,1671,-9.57638889,-65.70083333
"ctb0033-RO2998",16,15.79,3819,3798,1996,1579,-9.80944444,-66.21833333
"ctb0033-RO3214",16,16.51,3370,3154,1996,1651,-9.95166667,-62.09222222
"ctb0033-RO3318",16,16.06,3574,3464,1996,1606,-9.54833333,-64.83555556
"ctb0033-RO3321",16,15.65,3391,3309,1996,1565,-9.61972222,-64.90583333
"ctb0033-RO3407",16,16.25,3223,3160,1996,1625,-9.45472222,-62.67694444
"ctb0033-RO3491",16,16.29,3413,3289,1996,1629,-10.30361111,-62.61
"ctb0033-RO3495",16,15.76,3392,3181,1996,1576,-10.89194444,-62.42833333
"ctb0033-RO3535",16,16.31,3380,3345,1996,1631,-10.41833333,-62.15388889
"ctb0033-RO3565",16,16.15,3286,3239,1996,1615,-10.13777778,-62.22777778
"ctb0033-RO3661",16,16.32,3596,3527,1996,1632,-11.19583333,-62.04611111
"ctb0033-RO3774",16,18.86,3599,3547,1996,1886,-11.08083333,-61.75944444
"ctb0033-RO3881",16,16.27,3303,3215,1996,1627,-11.57416667,-62.20083333
"ctb0033-RO3907",16,16.04,3331,3238,1996,1604,-11.65305556,-61.95638889
"ctb0033-RO3938",16,15.43,4294,4269,1996,1543,-11.87416667,-61.99888889
"ctb0033-RO1019",17,16.62,4446,3774,1996,1662,-12.20555556,-64.15972222
"ctb0033-RO1030",17,16.46,4130,3980,1996,1646,-11.9325,-63.54138889
"ctb0033-RO1031",17,17.36,3145,3095,1996,1736,-11.85138889,-63.82861111
"ctb0033-RO1097",17,16.55,3639,3389,1996,1655,-12.22333333,-64.24527778
"ctb0033-RO1107",17,20.03,3578,3459,1996,2003,-11.95555556,-63.32
"ctb0033-RO1125",17,17.11,3270,3127,1996,1711,-11.75666667,-62.99777778
"ctb0033-RO1212",17,18.02,3294,3154,1996,1802,-11.7175,-63.23666667
"ctb0033-RO1273",17,17.26,3583,3513,1996,1726,-11.84666667,-64.11
"ctb0033-RO1291",17,16.2,3241,3193,1996,1620,-12.17055556,-63.77166667
"ctb0033-RO1344",17,21.93,3312,3255,1996,2193,-10.46333333,-64.04111111
"ctb0033-RO1355",17,16.7,3264,3176,1996,1670,-9.60333333,-63.33611111
"ctb0033-RO1373",17,17.36,3786,3722,1996,1736,-9.96583333,-63.385
"ctb0033-RO1495",17,16.97,3606,3505,1996,1697,-9.25555556,-63.60083333
"ctb0033-RO1513",17,17.15,3581,3466,1996,1715,-12.96444444,-60.4375
"ctb0033-RO1549",17,16.83,3829,3569,1996,1683,-12.31166667,-60.76666667
"ctb0033-RO1586",17,17.34,3442,3375,1996,1734,-12.95694444,-60.42888889
"ctb0033-RO1589",17,17.04,4197,4081,1996,1704,-12.52972222,-60.32472222
"ctb0033-RO1630",17,17.61,3465,3393,1996,1761,-12.89888889,-61.22333333
"ctb0033-RO1682",17,16.56,3461,3377,1996,1656,-12.34277778,-60.48055556
"ctb0033-RO1701",17,17.15,3631,3466,1996,1715,-13.05972222,-60.32638889
"ctb0033-RO1745",17,16.9,4085,4081,1996,1690,-13.06305556,-60.54527778
"ctb0033-RO1844",17,18.02,4394,4307,1996,1802,-13.255,-61.04972222
"ctb0033-RO2064",17,17.78,3231,3154,1996,1778,-10.10027778,-65.1875
"ctb0033-RO2087",17,16.62,3251,3192,1996,1662,-10.77944444,-65.04
"ctb0033-RO2111",17,17.92,3342,3248,1996,1792,-10.31305556,-64.71527778
"ctb0033-RO2135",17,16.62,3342,3264,1996,1662,-11.76583333,-64.91194444
"ctb0033-RO2197",17,16.44,4408,4245,1996,1644,-12.31916667,-59.87111111
"ctb0033-RO2283",17,16.76,4315,4176,1996,1676,-12.24361111,-61.82388889
"ctb0033-RO2306",17,16.66,3277,3166,1996,1666,-12.4575,-61.86666667
"ctb0033-RO2328",17,16.77,3354,3271,1996,1677,-8.22166667,-62.86638889
"ctb0033-RO2364",17,16.58,3578,3528,1996,1658,-8.76916667,-63.60666667
"ctb0033-RO2402",17,17.74,3643,3376,1996,1774,-11.7875,-62.30777778
"ctb0033-RO2515",17,17.36,4134,4119,1996,1736,-12.88611111,-61.03555556
"ctb0033-RO2545",17,16.82,4060,3949,1996,1682,-12.66472222,-61.28888889
"ctb0033-RO2603",17,17.63,4096,3951,1996,1763,-12.36083333,-60.97333333
"ctb0033-RO2632",17,17.38,3472,3302,1996,1738,-13.01277778,-62.34333333
"ctb0033-RO2659",17,17.01,NA,NA,1996,1701,-13.50222222,-61.60583333
"ctb0033-RO2678",17,16.99,3331,3272,1996,1699,-9.63555556,-61.97388889
"ctb0033-RO2848",17,18.13,3781,3588,1996,1813,-11.02305556,-60.96083333
"ctb0033-RO2904",17,17.14,3269,3232,1996,1714,-9.37166667,-64.64638889
"ctb0033-RO2910",17,17.68,3271,3127,1996,1768,-9.33638889,-64.68916667
"ctb0033-RO2951",17,16.96,4161,3769,1996,1696,-9.72694444,-65.68472222
"ctb0033-RO3203",17,17.29,3459,3369,1996,1729,-9.80527778,-62.16111111
"ctb0033-RO3220",17,16.92,3317,3273,1996,1692,-9.42194444,-61.90972222
"ctb0033-RO3293",17,16.65,3486,3415,1996,1665,-9.72444444,-62.39027778
"ctb0033-RO3304",17,16.8,3765,3688,1996,1680,-9.76,-66.07638889
"ctb0033-RO3496",17,17.13,3181,3104,1996,1713,-10.93972222,-62.34138889
"ctb0033-RO3514",17,16.5,3632,3608,1996,1650,-10.555,-61.8525
"ctb0033-RO3519",17,16.65,4290,3686,1996,1665,-10.38555556,-61.88638889
"ctb0033-RO3536",17,17.17,3639,3464,1996,1717,-10.39444444,-62.19083333
"ctb0033-RO3546",17,17.61,3146,3087,1996,1761,-10.13138889,-61.98277778
"ctb0033-RO3559",17,16.36,3245,3160,1996,1636,-10.05888889,-62.21583333
"ctb0033-RO3564",17,15.8,3257,3174,1996,1580,-10.10888889,-62.07777778
"ctb0033-RO3580",17,16.76,11314,5703,1996,1676,-8.05861111,-62.91555556
"ctb0033-RO3589",17,16.65,NA,NA,1996,1665,-8.38,-62.90861111
"ctb0033-RO3604",17,17.59,3137,3081,1996,1759,-10.99472222,-62.91222222
"ctb0033-RO3635",17,17.47,3102,3054,1996,1747,-11.28388889,-62.23305556
"ctb0033-RO3648",17,17.25,3868,3794,1996,1725,-11.2975,-62.59
"ctb0033-RO3655",17,17.49,3140,3092,1996,1749,-11.00944444,-62.10472222
"ctb0033-RO3688",17,16.63,3527,3229,1996,1663,-11.02194444,-61.97583333
"ctb0033-RO3744",17,16.25,4220,4031,1996,1625,-8.75916667,-63.67833333
"ctb0033-RO3777",17,16.61,3364,3303,1996,1661,-11.00666667,-61.78805556
"ctb0033-RO3778",17,17.37,3513,3398,1996,1737,-10.93888889,-61.80111111
"ctb0033-RO3785",17,18.73,3844,3788,1996,1873,-10.82833333,-61.53194444
"ctb0033-RO3853",17,18.68,3316,3156,1996,1868,-11.70805556,-62.49527778
"ctb0033-RO1029",18,18.35,3050,3048,1996,1835,-11.90916667,-63.54222222
"ctb0033-RO1102",18,18.09,3764,3508,1996,1809,-12.00722222,-63.08305556
"ctb0033-RO1118",18,18.47,3314,3186,1996,1847,-11.68166667,-63.15
"ctb0033-RO1131",18,18.51,4310,3900,1996,1851,-12.08861111,-62.74583333
"ctb0033-RO1286",18,18.49,3215,3145,1996,1849,-12.02416667,-64.02833333
"ctb0033-RO1503",18,18.36,4182,4046,1996,1836,-12.45333333,-59.92972222
"ctb0033-RO1520",18,18.13,3295,3251,1996,1813,-12.26666667,-60.87138889
"ctb0033-RO1567",18,17.95,3636,3465,1996,1795,-13.01722222,-60.4825
"ctb0033-RO1585",18,17.82,3424,3368,1996,1782,-13.00083333,-60.46972222
"ctb0033-RO1585A",18,17.82,3442,3384,1996,1782,-13.0010716400722,-60.4702121915845
"ctb0033-RO1619",18,18.43,3785,3610,1996,1843,-12.95555556,-60.73194444
"ctb0033-RO1666",18,17.88,4268,4146,1996,1788,-12.44361111,-60.17861111
"ctb0033-RO2005",18,17.26,3446,3370,1996,1726,-10.74527778,-65.26611111
"ctb0033-RO2063",18,18.06,3339,3240,1996,1806,-10.13111111,-65.16555556
"ctb0033-RO2137",18,17.35,3227,3182,1996,1735,-11.77777778,-64.87722222
"ctb0033-RO2147",18,17.98,3843,3680,1996,1798,-11.07777778,-65.10111111
"ctb0033-RO2211",18,17.86,4522,4395,1996,1786,-12.8125,-60.11111111
"ctb0033-RO2333",18,18.08,3951,3773,1996,1808,-8.51388889,-62.95027778
"ctb0033-RO2366",18,17.51,3880,3819,1996,1751,-8.77305556,-63.51166667
"ctb0033-RO2373",18,17.9,3425,3367,1996,1790,-8.64638889,-63.40694444
"ctb0033-RO2376",18,18.06,3367,3270,1996,1806,-8.71472222,-63.43972222
"ctb0033-RO2401",18,17.21,3915,3800,1996,1721,-11.79944444,-62.30972222
"ctb0033-RO2516",18,17.73,4515,4337,1996,1773,-12.84833333,-61.07222222
"ctb0033-RO2517",18,18.21,4353,4271,1996,1821,-12.84833333,-61.06361111
"ctb0033-RO2528",18,18.68,3865,3728,1996,1868,-12.72805556,-61.17416667
"ctb0033-RO2556",18,18.25,3345,3327,1996,1825,-12.40194444,-60.84694444
"ctb0033-RO2558",18,18.13,3317,3289,1996,1813,-12.35527778,-60.94277778
"ctb0033-RO2561",18,20.42,3396,3348,1996,2042,-12.26722222,-61.18527778
"ctb0033-RO2601",18,17.29,3329,3271,1996,1729,-12.355,-60.96361111
"ctb0033-RO2625",18,17.6,4766,3895,1996,1760,-12.84861111,-62.89888889
"ctb0033-RO2676",18,17.68,3962,3942,1996,1768,-12.99833333,-61.01222222
"ctb0033-RO2698",18,17.68,3207,3153,1996,1768,-9.77083333,-62.18861111
"ctb0033-RO2804",18,17.69,4135,3875,1996,1769,-11.86972222,-61.3975
"ctb0033-RO2862",18,19.71,4802,4796,1996,1971,-11.55888889,-60.72611111
"ctb0033-RO2947",18,18.07,3830,3743,1996,1807,-9.81777778,-65.5725
"ctb0033-RO3068",18,17.78,3851,3785,1996,1778,-11.44722222,-61.37083333
"ctb0033-RO3224",18,18.6,3264,3209,1996,1860,-9.45277778,-61.93138889
"ctb0033-RO3235",18,18.8,4069,3363,1996,1880,-9.04694444,-62.05194444
"ctb0033-RO3307",18,17.39,3277,3226,1996,1739,-9.51861111,-64.48055556
"ctb0033-RO3329",18,17.63,3413,3279,1996,1763,-9.40805556,-65.05444444
"ctb0033-RO3335",18,18.07,3412,3335,1996,1807,-9.49833333,-65.12611111
"ctb0033-RO3382",18,17.75,3476,3413,1996,1775,-11.84722222,-61.54694444
"ctb0033-RO3396",18,18.79,3587,3505,1996,1879,-11.81111111,-61.81583333
"ctb0033-RO3428",18,19.57,3424,3353,1996,1957,-9.6175,-62.50833333
"ctb0033-RO3441",18,18.39,3513,3470,1996,1839,-9.865,-62.62722222
"ctb0033-RO3460",18,18.54,3533,3464,1996,1854,-8.94694444,-61.52138889
"ctb0033-RO3484",18,17.76,3141,3095,1996,1776,-10.01361111,-62.47277778
"ctb0033-RO3485",18,18.24,3265,3201,1996,1824,-10.215,-62.74027778
"ctb0033-RO3510",18,19.36,3242,3190,1996,1936,-10.70361111,-62.01833333
"ctb0033-RO3522",18,18.29,3300,3226,1996,1829,-10.55138889,-62.05027778
"ctb0033-RO3557",18,17.47,3232,3175,1996,1747,-10.02111111,-62.27333333
"ctb0033-RO3562",18,16.67,3383,3243,1996,1667,-10.02388889,-62.06277778
"ctb0033-RO3710",18,17.68,3391,3279,1996,1768,-8.85194444,-63.76138889
"ctb0033-RO3741",18,17.46,4049,3981,1996,1746,-8.62333333,-63.96083333
"ctb0033-RO3835",18,17.51,3141,3092,1996,1751,-11.34,-62.5275
"ctb0033-RO3839",18,17.74,3224,3096,1996,1774,-11.61083333,-62.66666667
"ctb0033-RO3841",18,20.32,3588,3500,1996,2032,-11.89638889,-62.67888889
"ctb0033-RO3844",18,18.01,3333,3226,1996,1801,-11.64638889,-62.75333333
"ctb0033-RO0663E",19,20.61,3751,3699,1996,2061,-11.0340191008505,-62.7922224662516
"ctb0033-RO1023",19,18.49,3457,3296,1996,1849,-12.14,-64.03611111
"ctb0033-RO1038",19,18.83,3586,3486,1996,1883,-12.11861111,-64.17027778
"ctb0033-RO1152",19,18.29,3380,3301,1996,1829,-9.87444444,-63.74333333
"ctb0033-RO1155",19,19.09,3270,3225,1996,1909,-9.71222222,-63.57861111
"ctb0033-RO1220",19,19.56,3225,3127,1996,1956,-10.52638889,-63.49888889
"ctb0033-RO1296",19,18.89,3652,3561,1996,1889,-11.56166667,-64.01138889
"ctb0033-RO1338",19,19.24,3235,3183,1996,1924,-10.29055556,-63.76
"ctb0033-RO1352",19,19.64,3288,3186,1996,1964,-10.5175,-63.46527778
"ctb0033-RO1517",19,18.82,3467,3405,1996,1882,-12.2675,-61.04638889
"ctb0033-RO1569",19,18.62,3431,3366,1996,1862,-12.98611111,-60.45555556
"ctb0033-RO1620",19,18.69,3902,3759,1996,1869,-12.97777778,-60.73472222
"ctb0033-RO1639",19,18.84,3969,3886,1996,1884,-12.71444444,-61.04472222
"ctb0033-RO1653",19,18.84,4178,4084,1996,1884,-12.52027778,-60.42222222
"ctb0033-RO1699",19,19.07,3926,3662,1996,1907,-12.57083333,-61.32388889
"ctb0033-RO1741",19,18.94,4855,4769,1996,1894,-13.11222222,-60.49666667
"ctb0033-RO1752",19,18.91,4139,4179,1996,1891,-13.04527778,-60.61805556
"ctb0033-RO1757",19,19.36,4905,4700,1996,1936,-13.11805556,-60.71555556
"ctb0033-RO1879",19,19.01,4236,4240,1996,1901,-13.33305556,-60.96277778
"ctb0033-RO1895",19,18.95,3830,3689,1996,1895,-9.21722222,-64.43194444
"ctb0033-RO2016",19,19.56,3424,3310,1996,1956,-10.66916667,-65.09833333
"ctb0033-RO2021",19,18.93,3747,3607,1996,1893,-10.67333333,-65.19027778
"ctb0033-RO2035",19,18.86,3219,3192,1996,1886,-10.56,-64.75638889
"ctb0033-RO2049",19,18.47,3267,3160,1996,1847,-10.89222222,-65.12527778
"ctb0033-RO2084",19,18.67,3375,3265,1996,1867,-10.87,-65.05166667
"ctb0033-RO2304",19,18.56,3224,3113,1996,1856,-12.51888889,-62.11527778
"ctb0033-RO2339",19,19.09,4060,3856,1996,1909,-8.35472222,-62.99805556
"ctb0033-RO2400",19,19.59,3638,3545,1996,1959,-11.80888889,-62.31055556
"ctb0033-RO2500",19,19.14,4114,4081,1996,1914,-12.93305556,-60.50055556
"ctb0033-RO2526",19,19.15,3749,3693,1996,1915,-12.85444444,-61.21555556
"ctb0033-RO2552",19,18.92,3941,3830,1996,1892,-12.73638889,-61.39388889
"ctb0033-RO2553",19,19.03,3757,3657,1996,1903,-12.71166667,-61.39805556
"ctb0033-RO2562",19,20.6,3865,3797,1996,2060,-12.29861111,-61.07055556
"ctb0033-RO2567",19,19.6,3497,3404,1996,1960,-12.26694444,-61.13861111
"ctb0033-RO2579",19,20.13,3405,3367,1996,2013,-12.01388889,-60.85805556
"ctb0033-RO2852",19,18.45,3878,3693,1996,1845,-11.14,-60.74944444
"ctb0033-RO2912",19,19.11,4016,3950,1996,1911,-9.37722222,-64.74694444
"ctb0033-RO2918",19,19.04,4283,4032,1996,1904,-9.66583333,-65.43638889
"ctb0033-RO2939",19,20.06,3554,3448,1996,2006,-9.77083333,-65.52666667
"ctb0033-RO3206",19,18.52,3242,3192,1996,1852,-9.84166667,-62.20305556
"ctb0033-RO3270",19,19.12,3329,3289,1996,1912,-9.34777778,-62.31888889
"ctb0033-RO3288",19,18.45,3544,3376,1996,1845,-9.61694444,-62.33083333
"ctb0033-RO3294",19,19.1,3345,3254,1996,1910,-9.59583333,-62.45277778
"ctb0033-RO3299",19,18.99,3816,3696,1996,1899,-9.17638889,-62.55138889
"ctb0033-RO3302",19,18.85,3979,3962,1996,1885,-9.76416667,-66.13111111
"ctb0033-RO3311",19,19.15,3476,3443,1996,1915,-9.33527778,-64.50888889
"ctb0033-RO3341",19,18.8,3866,3740,1996,1880,-9.34722222,-64.87611111
"ctb0033-RO3380",19,19.16,3728,3663,1996,1916,-11.78055556,-61.54333333
"ctb0033-RO3392",19,19.13,3585,3444,1996,1913,-11.77472222,-61.74611111
"ctb0033-RO3393",19,19.03,0,0,1996,1903,-11.72666667,-61.74777778
"ctb0033-RO3405",19,19.78,3186,3177,1996,1978,-9.42277778,-62.6
"ctb0033-RO3469",19,18.96,3338,3279,1996,1896,-8.96805556,-61.97222222
"ctb0033-RO3481",19,18.67,3690,3647,1996,1867,-9.99777778,-62.75444444
"ctb0033-RO3486",19,19.54,3224,3159,1996,1954,-10.15138889,-62.72444444
"ctb0033-RO3488",19,19.39,3277,3205,1996,1939,-10.15333333,-62.53222222
"ctb0033-RO3489",19,18.38,3425,3335,1996,1838,-10.12611111,-62.49861111
"ctb0033-RO3498",19,19.76,3194,3103,1996,1976,-10.86472222,-62.22638889
"ctb0033-RO3513",19,19.66,3632,3640,1996,1966,-10.61194444,-61.87583333
"ctb0033-RO3596",19,18.47,4542,3997,1996,1847,-8.04527778,-62.92166667
"ctb0033-RO3653",19,19.67,3568,3609,1996,1967,-11.1275,-62.2175
"ctb0033-RO3660",19,18.82,3363,3340,1996,1882,-11.12333333,-62.04638889
"ctb0033-RO3712",19,18.75,3555,3504,1996,1875,-8.85694444,-63.75972222
"ctb0033-RO3723",19,19.36,3323,3271,1996,1936,-9.17472222,-64.04055556
"ctb0033-RO3745",19,20.6,3444,3231,1996,2060,-9.1075,-64.185
"ctb0033-RO3758",19,18.46,3265,3126,1996,1846,-11.01972222,-61.61694444
"ctb0033-RO3788",19,18.52,3326,3254,1996,1852,-10.70388889,-61.81861111
"ctb0033-RO3791",19,19.95,3412,3310,1996,1995,-10.72555556,-61.76361111
"ctb0033-RO3848",19,19.5,3592,3478,1996,1950,-11.84555556,-62.61055556
"ctb0033-RO3877",19,19.25,3396,3277,1996,1925,-11.68416667,-62.27
"ctb0033-RO3893",19,19.19,3276,3240,1996,1919,-9.11305556,-64.28305556
"ctb0033-RO3904",19,19.55,3288,3226,1996,1955,-11.50055556,-62.04083333
"ctb0033-RO3919",19,19.48,3374,3155,1996,1948,-11.905,-61.95972222
"ctb0033-RO3940",19,20.1,3772,3678,1996,2010,-11.79555556,-62.03555556
"ctb0033-RO1047",20,20.27,4242,3773,1996,2027,-12.23416667,-63.75805556
"ctb0033-RO1076",20,20.26,3547,3280,1996,2026,-12.06555556,-63.86333333
"ctb0033-RO1082",20,19.68,3335,3255,1996,1968,-12.0675,-63.44972222
"ctb0033-RO1096",20,19.7,4098,3872,1996,1970,-12.25361111,-64.34472222
"ctb0033-RO1098",20,20.32,4095,3639,1996,2032,-12.21833333,-64.33166667
"ctb0033-RO1100",20,20.1,4660,4192,1996,2010,-12.28444444,-64.31805556
"ctb0033-RO1340",20,19.96,3457,3452,1996,1996,-10.31805556,-63.765
"ctb0033-RO1524",20,19.25,4339,4222,1996,1925,-12.5375,-61.11083333
"ctb0033-RO1625",20,20.12,3450,3383,1996,2012,-12.93083333,-60.8525
"ctb0033-RO1703",20,20.2,5064,4968,1996,2020,-13.19166667,-60.48472222
"ctb0033-RO1739",20,20.02,4076,4019,1996,2002,-12.95888889,-60.58111111
"ctb0033-RO1897",20,19.99,3809,3685,1996,1999,-9.21222222,-64.50111111
"ctb0033-RO2037",20,19.79,3694,3664,1996,1979,-10.55527778,-64.74916667
"ctb0033-RO2038",20,20.17,3543,3495,1996,2017,-10.55805556,-64.76388889
"ctb0033-RO2052",20,20.19,3470,3396,1996,2019,-10.96861111,-65.09111111
"ctb0033-RO2060",20,19,3541,3513,1996,1900,-10.11694444,-65.27944444
"ctb0033-RO2086",20,19.49,3470,3424,1996,1949,-10.80833333,-65.09472222
"ctb0033-RO2133",20,19.3,3402,3277,1996,1930,-11.74194444,-64.8775
"ctb0033-RO2150",20,19.18,4056,3604,1996,1918,-11.21944444,-64.96083333
"ctb0033-RO2312",20,19.54,4014,3955,1996,1954,-12.26388889,-61.73027778
"ctb0033-RO2469",20,19.47,3382,3271,1996,1947,-12.47638889,-61.92
"ctb0033-RO2505",20,20.53,4966,4642,1996,2053,-12.93,-60.93527778
"ctb0033-RO2521",20,19.55,4106,4096,1996,1955,-12.85388889,-61.03638889
"ctb0033-RO2606",20,19.67,3369,3336,1996,1967,-12.17805556,-61.44361111
"ctb0033-RO2630",20,19.09,4926,4409,1996,1909,-13.07777778,-62.495
"ctb0033-RO2687",20,19.45,3211,3177,1996,1945,-9.57583333,-61.96583333
"ctb0033-RO2695",20,20.11,3417,3311,1996,2011,-9.69861111,-62.13388889
"ctb0033-RO2906",20,19.7,3838,3751,1996,1970,-9.45555556,-64.55972222
"ctb0033-RO2926",20,20,3466,3449,1996,2000,-9.93777778,-65.28055556
"ctb0033-RO2942",20,24.37,3524,3480,1996,2437,-9.70388889,-65.53638889
"ctb0033-RO3028",20,20.38,4329,4062,1996,2038,-12.11055556,-62.62222222
"ctb0033-RO3041",20,19.7,3815,3626,1996,1970,-11.86305556,-60.47333333
