"id","soc_stock_t_ha_observado","soc_stock_t_ha_predito","mean_prediction","median_prediction","sampling_year","soc_stock_g_m2","latitude","longitude"
"ctb0033-RO1255",31,29.81,5945,5553,1996,2981,-12.45527778,-63.6325
"ctb0033-RO1262",31,29.94,3441,3358,1996,2994,-11.7075,-63.86027778
"ctb0033-RO1264",31,30.66,4678,4290,1996,3066,-11.73055556,-63.90055556
"ctb0033-RO1501",31,30.32,5189,4538,1996,3032,-12.44555556,-59.92555556
"ctb0033-RO1526",31,30.55,4427,4306,1996,3055,-12.59583333,-61.02972222
"ctb0033-RO1595",31,30.43,3912,3685,1996,3043,-12.30944444,-60.63722222
"ctb0033-RO1782",31,30.64,4317,4342,1996,3064,-13.27166667,-60.64
"ctb0033-RO1817",31,31.98,4554,4370,1996,3198,-12.94638889,-61.07916667
"ctb0033-RO1826",31,29.98,4112,4079,1996,2998,-13.18583333,-60.86194444
"ctb0033-RO2028",31,30.51,3422,3312,1996,3051,-10.88805556,-65.12833333
"ctb0033-RO2116",31,29.24,3654,3589,1996,2924,-10.31694444,-64.49555556
"ctb0033-RO2129",31,31.81,3758,3498,1996,3181,-11.87916667,-65.02416667
"ctb0033-RO2395",31,30.67,4277,4297,1996,3067,-8.80277778,-63.91722222
"ctb0033-RO2475",31,30.5,3922,3756,1996,3050,-12.55777778,-62.01194444
"ctb0033-RO2486",31,31.49,3309,3224,1996,3149,-12.43944444,-62.04333333
"ctb0033-RO2507",31,30.68,3479,3390,1996,3068,-12.925,-60.86555556
"ctb0033-RO2566",31,30.24,3330,3281,1996,3024,-12.25444444,-61.17638889
"ctb0033-RO2597",31,29.91,3537,3463,1996,2991,-12.83138889,-61.49388889
"ctb0033-RO2853",31,32.3,3924,3832,1996,3230,-11.14694444,-60.86972222
"ctb0033-RO2863",31,34.22,4841,4835,1996,3422,-11.55055556,-60.65666667
"ctb0033-RO2938",31,30.86,4135,4081,1996,3086,-9.43194444,-64.56194444
"ctb0033-RO2988",31,30.12,3349,3255,1996,3012,-9.60916667,-66.47694444
"ctb0033-RO2990",31,30.67,3871,3750,1996,3067,-9.66694444,-66.32166667
"ctb0033-RO2996",31,30.26,3295,3224,1996,3026,-9.83722222,-66.35361111
"ctb0033-RO3038",31,30.43,4004,3839,1996,3043,-11.99916667,-62.4475
"ctb0033-RO3046",31,30.81,3824,3783,1996,3081,-11.33638889,-61.48055556
"ctb0033-RO3126",31,30.88,3666,3375,1996,3088,-11.62777778,-61.23527778
"ctb0033-RO3160",31,30.25,4177,4081,1996,3025,-11.13638889,-60.97805556
"ctb0033-RO3165",31,32.97,4190,4083,1996,3297,-11.42083333,-61.02277778
"ctb0033-RO3274",31,30.42,3482,3455,1996,3042,-9.40972222,-62.41888889
"ctb0033-RO3275",31,30.49,3394,3303,1996,3049,-9.41638889,-62.27555556
"ctb0033-RO3291",31,31.06,3560,3495,1996,3106,-9.72083333,-62.22972222
"ctb0033-RO3343",31,30.48,3497,3441,1996,3048,-9.3675,-64.87333333
"ctb0033-RO3357",31,30.81,3320,3256,1996,3081,-11.49888889,-61.75111111
"ctb0033-RO3358",31,31.62,3734,3705,1996,3162,-11.49833333,-61.80055556
"ctb0033-RO3457",31,29.57,4756,4183,1996,2957,-9.03416667,-61.56888889
"ctb0033-RO3480",31,30.25,3256,3191,1996,3025,-9.97777778,-62.79222222
"ctb0033-RO3506",31,29.99,3335,3240,1996,2999,-10.82305556,-61.965
"ctb0033-RO3507",31,29.69,3258,3184,1996,2969,-10.74388889,-61.92444444
"ctb0033-RO3527",31,30.26,3859,3482,1996,3026,-10.27194444,-61.96694444
"ctb0033-RO3595",31,30.77,3452,3373,1996,3077,-8.32333333,-63.01472222
"ctb0033-RO3644",31,30.38,3277,3145,1996,3038,-11.46694444,-62.31611111
"ctb0033-RO3726",31,30.96,5238,4411,1996,3096,-7.97833333,-63.38805556
"ctb0033-RO3834",31,30.46,4081,3993,1996,3046,-11.52194444,-62.47888889
"ctb0033-RO3840",31,31.15,3349,3226,1996,3115,-11.92638889,-62.67888889
"ctb0033-RO3947",31,29.98,3770,3695,1996,2998,-11.49833333,-62.13111111
"ctb0033-RO0655H",32,35.2,3442,3397,1996,3520,-10.6996392819132,-62.3071739991411
"ctb0033-RO0663I",32,33.69,3730,3698,1996,3369,-11.0334735849676,-62.7912481270833
"ctb0033-RO1052",32,31.97,3652,3469,1996,3197,-12.43361111,-64.21638889
"ctb0033-RO1056",32,31.97,3413,3368,1996,3197,-12.10388889,-64.06277778
"ctb0033-RO1229",32,31.93,3819,3488,1996,3193,-12.525,-63.01861111
"ctb0033-RO1565",32,32.23,3960,3919,1996,3223,-12.77416667,-60.42166667
"ctb0033-RO1599",32,32.27,3684,3536,1996,3227,-12.31055556,-60.37888889
"ctb0033-RO1644",32,32.37,4325,4160,1996,3237,-12.68472222,-61.15722222
"ctb0033-RO1720",32,30.06,4767,4638,1996,3006,-13.2475,-60.42305556
"ctb0033-RO1759",32,31.74,4621,4493,1996,3174,-13.16916667,-60.69222222
"ctb0033-RO1893",32,31.35,3357,3280,1996,3135,-9.19972222,-64.44416667
"ctb0033-RO2100",32,31.22,3295,3207,1996,3122,-10.60916667,-65.00083333
"ctb0033-RO2105",32,30.86,3577,3375,1996,3086,-10.25527778,-64.92444444
"ctb0033-RO2170",32,31.09,3459,3433,1996,3109,-11.16861111,-64.83555556
"ctb0033-RO2282",32,30.95,3535,3359,1996,3095,-12.23777778,-61.82055556
"ctb0033-RO2365",32,31.53,3612,3505,1996,3153,-8.7775,-63.53694444
"ctb0033-RO2367",32,32.62,4200,4111,1996,3262,-8.82388889,-63.54583333
"ctb0033-RO2372",32,31.93,4309,4153,1996,3193,-8.73444444,-63.47972222
"ctb0033-RO2380",32,32.47,4838,4440,1996,3247,-8.64416667,-63.85666667
"ctb0033-RO2396",32,30.94,3625,3552,1996,3094,-8.83861111,-63.96222222
"ctb0033-RO2457",32,31.37,4065,3949,1996,3137,-12.37416667,-62.15138889
"ctb0033-RO2477",32,33.7,3280,3193,1996,3370,-12.46805556,-62.00194444
"ctb0033-RO2499",32,31.94,3793,3528,1996,3194,-12.805,-61.59277778
"ctb0033-RO2598",32,31.93,3423,3368,1996,3193,-12.80888889,-61.5225
"ctb0033-RO2651",32,31.81,10892,8650,1996,3181,-13.45722222,-61.56444444
"ctb0033-RO2694",32,32.1,3428,3308,1996,3210,-9.665,-62.09944444
"ctb0033-RO2849",32,32.29,3525,3216,1996,3229,-11.04166667,-60.865
"ctb0033-RO2871",32,31.24,0,0,1996,3124,-11.56416667,-61.04333333
"ctb0033-RO2964",32,34.16,3538,3511,1996,3416,-9.50805556,-65.98
"ctb0033-RO3155",32,32.5,3866,3742,1996,3250,-11.30777778,-61.00694444
"ctb0033-RO3164",32,34.7,4025,3922,1996,3470,-11.455,-61.04583333
"ctb0033-RO3182",32,32.44,4258,4175,1996,3244,-11.69,-61.28583333
"ctb0033-RO3296",32,32.66,3300,3223,1996,3266,-9.35777778,-62.48
"ctb0033-RO3451",32,30.36,3651,3535,1996,3036,-9.25222222,-61.68944444
"ctb0033-RO3452",32,30.71,4158,4197,1996,3071,-9.23388889,-61.66833333
"ctb0033-RO3461",32,31.75,3709,3445,1996,3175,-8.9225,-61.57055556
"ctb0033-RO3473",32,32.24,3545,3471,1996,3224,-10.06527778,-62.92694444
"ctb0033-RO3494",32,30.3,4115,3899,1996,3030,-10.9275,-62.5725
"ctb0033-RO3525",32,32.63,3397,3309,1996,3263,-10.39416667,-62.00472222
"ctb0033-RO3677",32,31.75,3137,3091,1996,3175,-11.36611111,-62.32138889
"ctb0033-RO3738",32,32.23,4039,3953,1996,3223,-8.49444444,-63.97027778
"ctb0033-RO3776",32,31.95,3737,3700,1996,3195,-11.00194444,-61.72305556
"ctb0033-RO3857",32,31.74,3838,3671,1996,3174,-11.79583333,-62.49666667
"ctb0033-RO3869",32,30.93,3711,3597,1996,3093,-11.89444444,-62.37666667
"ctb0033-RO3873",32,44.2,3534,3463,1996,4420,-11.63694444,-62.3775
"ctb0033-RO3883",32,31.63,5082,3778,1996,3163,-11.68,-62.19638889
"ctb0033-RO0607E",33,33.28,3854,3651,1996,3328,-9.08979987879386,-63.287467533335
"ctb0033-RO1124",33,34.54,3857,3756,1996,3454,-11.71888889,-62.99222222
"ctb0033-RO1216",33,35.88,3321,3208,1996,3588,-10.55833333,-63.57833333
"ctb0033-RO1341",33,33.77,3225,3161,1996,3377,-10.33694444,-63.74305556
"ctb0033-RO1577",33,31.62,5313,4540,1996,3162,-12.64111111,-60.09222222
"ctb0033-RO1638",33,31.24,4269,4204,1996,3124,-12.69166667,-61.03222222
"ctb0033-RO1640",33,32.74,4195,4147,1996,3274,-12.68472222,-61.04944444
"ctb0033-RO1651",33,32.47,3653,3542,1996,3247,-12.30722222,-60.64027778
"ctb0033-RO1672",33,32.32,3462,3376,1996,3232,-12.22166667,-60.44416667
"ctb0033-RO1840",33,32.29,4452,4367,1996,3229,-13.44333333,-60.69277778
"ctb0033-RO2020",33,43.05,3340,3263,1996,4305,-10.62972222,-65.20944444
"ctb0033-RO2040",33,31.92,3613,3569,1996,3192,-10.54361111,-64.75916667
"ctb0033-RO2103",33,33.21,3323,3256,1996,3321,-10.145,-64.93527778
"ctb0033-RO2112",33,35.17,3445,3400,1996,3517,-10.30694444,-64.67527778
"ctb0033-RO2200",33,31.92,3933,3855,1996,3192,-12.895,-60.18888889
"ctb0033-RO2208",33,33.03,4257,4147,1996,3303,-12.89583333,-60.18333333
"ctb0033-RO2246",33,34.65,3791,3612,1996,3465,-12.13277778,-61.77527778
"ctb0033-RO2319",33,33.45,3664,3567,1996,3345,-12.70166667,-61.56
"ctb0033-RO2331",33,33.2,3637,3354,1996,3320,-8.25833333,-62.86861111
"ctb0033-RO2359",33,32.65,3742,3435,1996,3265,-8.82388889,-63.61027778
"ctb0033-RO2398",33,32.92,4146,3513,1996,3292,-8.92888889,-64.01444444
"ctb0033-RO2466",33,32.17,4009,3673,1996,3217,-12.61027778,-61.90944444
"ctb0033-RO2501",33,32.96,4018,3980,1996,3296,-12.94555556,-60.52833333
"ctb0033-RO2510",33,32.38,4719,4625,1996,3238,-12.92583333,-60.99416667
"ctb0033-RO2536",33,31.67,3968,3854,1996,3167,-12.89888889,-61.315
"ctb0033-RO2588",33,32.53,3342,3294,1996,3253,-12.26694444,-60.93833333
"ctb0033-RO2685",33,31.57,3436,3351,1996,3157,-9.45916667,-61.97888889
"ctb0033-RO2693",33,32.61,3718,3658,1996,3261,-9.73,-62.05833333
"ctb0033-RO2872",33,31.87,3551,3464,1996,3187,-11.59027778,-60.92972222
"ctb0033-RO2975",33,33.32,4141,4047,1996,3332,-9.79111111,-66.69472222
"ctb0033-RO2983",33,33.18,3642,3608,1996,3318,-9.73472222,-66.61388889
"ctb0033-RO2984",33,32.08,4039,3929,1996,3208,-9.83666667,-66.55722222
"ctb0033-RO3056",33,32.72,3941,3796,1996,3272,-11.21805556,-61.44083333
"ctb0033-RO3170",33,37.43,4187,4018,1996,3743,-11.30388889,-60.91972222
"ctb0033-RO3207",33,31.29,3326,3224,1996,3129,-9.84611111,-62.265
"ctb0033-RO3228",33,33.12,3928,3596,1996,3312,-9.36666667,-62.04472222
"ctb0033-RO3247",33,32.31,3284,3175,1996,3231,-9.50388889,-61.86916667
"ctb0033-RO3269",33,30.71,3415,3367,1996,3071,-9.36194444,-62.30972222
"ctb0033-RO3298",33,32.87,3334,3288,1996,3287,-9.22611111,-62.53444444
"ctb0033-RO3328",33,34.55,3946,3925,1996,3455,-9.43972222,-65.01388889
"ctb0033-RO3355",33,32.69,3234,3151,1996,3269,-11.42611111,-61.76333333
"ctb0033-RO3416",33,32.44,3257,3225,1996,3244,-9.47305556,-62.54444444
"ctb0033-RO3465",33,33.2,4369,4314,1996,3320,-9.03055556,-61.75861111
"ctb0033-RO3555",33,31.32,3385,3288,1996,3132,-9.9875,-62.18138889
"ctb0033-RO3614",33,32.69,3269,3161,1996,3269,-11.18,-62.77194444
"ctb0033-RO3627",33,32.21,3252,3160,1996,3221,-10.86111111,-62.22555556
"ctb0033-RO3629",33,32.94,3304,3183,1996,3294,-10.9575,-62.26388889
"ctb0033-RO3636",33,32.23,3246,3175,1996,3223,-11.36583333,-62.13138889
"ctb0033-RO3768",33,34.55,3569,3469,1996,3455,-11.16333333,-61.79027778
"ctb0033-RO3862",33,31.28,3718,3629,1996,3128,-11.92638889,-62.46805556
"ctb0033-RO3905",33,30.79,3669,3504,1996,3079,-11.53166667,-61.9625
"ctb0033-RO3932",33,32.76,3744,3485,1996,3276,-11.81805556,-62.24055556
"ctb0033-RO0626J",34,35.27,3417,3346,1996,3527,-9.41929833842556,-63.4873757700674
"ctb0033-RO0628D",34,34.58,3391,3302,1996,3458,-9.13096252342402,-63.4486363177744
"ctb0033-RO1070",34,37.7,3336,3240,1996,3770,-12.37944444,-63.8025
"ctb0033-RO1072",34,33.53,4843,4300,1996,3353,-12.32305556,-63.80277778
"ctb0033-RO1085",34,33.17,3942,3781,1996,3317,-12.10444444,-63.88
"ctb0033-RO1090",34,35.3,3849,3613,1996,3530,-12.04416667,-63.39638889
"ctb0033-RO1117",34,33.4,3411,3245,1996,3340,-11.67888889,-63.18861111
"ctb0033-RO1277",34,39.6,4729,4025,1996,3960,-11.99861111,-64.34194444
"ctb0033-RO1509",34,35.06,4284,4160,1996,3506,-12.88055556,-60.20666667
"ctb0033-RO1561",34,35.05,4340,4283,1996,3505,-12.77833333,-60.33694444
"ctb0033-RO1618",34,33.7,4389,4300,1996,3370,-12.94777778,-60.73083333
"ctb0033-RO1742",34,35.93,3750,3506,1996,3593,-13.09138889,-60.31305556
"ctb0033-RO1805",34,34.38,4273,4272,1996,3438,-13.29166667,-60.96416667
"ctb0033-RO1819",34,31.84,4125,4046,1996,3184,-13.07111111,-61.15694444
"ctb0033-RO1846",34,33.41,4102,4061,1996,3341,-13.21361111,-61.13694444
"ctb0033-RO1864",34,43.35,4202,4205,1996,4335,-13.2575,-61.07388889
"ctb0033-RO2237",34,33.47,4986,5026,1996,3347,-12.10388889,-61.92055556
"ctb0033-RO2281",34,33.52,3578,3412,1996,3352,-12.21194444,-61.81944444
"ctb0033-RO2314",34,34.04,4303,4190,1996,3404,-12.03388889,-61.84777778
"ctb0033-RO2332",34,34.9,3467,3404,1996,3490,-8.54777778,-62.93833333
"ctb0033-RO2416",34,36.65,4686,4642,1996,3665,-12.01222222,-62.35083333
"ctb0033-RO2463",34,34.01,4062,3642,1996,3401,-12.62305556,-62.17861111
"ctb0033-RO2480",34,35.43,4060,3950,1996,3543,-12.32527778,-61.99138889
"ctb0033-RO2525",34,33.45,4342,4254,1996,3345,-12.90138889,-61.11277778
"ctb0033-RO2574",34,33.5,3372,3310,1996,3350,-12.10222222,-61.32333333
"ctb0033-RO2621",34,34.37,4040,3950,1996,3437,-12.01361111,-61.36222222
"ctb0033-RO2648",34,34.45,5639,5353,1996,3445,-13.48583333,-61.51833333
"ctb0033-RO2658",34,33.73,NA,NA,1996,3373,-13.52222222,-61.53722222
"ctb0033-RO2934",34,33.12,4070,3985,1996,3312,-9.76611111,-65.10111111
"ctb0033-RO2937",34,34.09,3932,3814,1996,3409,-9.44194444,-64.63194444
"ctb0033-RO2974",34,33.68,3900,3806,1996,3368,-9.68944444,-65.91555556
"ctb0033-RO3099",34,33.24,4396,4320,1996,3324,-11.24944444,-61.22194444
"ctb0033-RO3122",34,34.66,3482,3312,1996,3466,-11.03138889,-61.55444444
"ctb0033-RO3141",34,34.23,4190,4168,1996,3423,-11.49111111,-61.05444444
"ctb0033-RO3166",34,34.33,4338,4306,1996,3433,-11.38388889,-60.99694444
"ctb0033-RO3175",34,34.48,4145,4062,1996,3448,-11.48361111,-60.97888889
"ctb0033-RO3193",34,33.49,4826,4774,1996,3349,-11.49138889,-60.1925
"ctb0033-RO3223",34,33.96,3786,3423,1996,3396,-9.32527778,-61.89722222
"ctb0033-RO3259",34,33.48,3354,3306,1996,3348,-9.59583333,-61.60777778
"ctb0033-RO3277",34,34.02,3503,3426,1996,3402,-9.51361111,-62.15361111
"ctb0033-RO3278",34,33.45,3471,3368,1996,3345,-9.47,-62.15777778
"ctb0033-RO3285",34,34.1,3380,3254,1996,3410,-9.58027778,-62.19
"ctb0033-RO3359",34,32.7,3719,3590,1996,3270,-11.55861111,-61.76277778
"ctb0033-RO3415",34,33.56,3580,3512,1996,3356,-9.30027778,-62.60472222
"ctb0033-RO3425",34,33.38,3523,3461,1996,3338,-9.68472222,-62.53611111
"ctb0033-RO3429",34,34.08,3288,3207,1996,3408,-9.85333333,-62.90027778
"ctb0033-RO3432",34,35.51,3498,3442,1996,3551,-9.66027778,-62.82777778
"ctb0033-RO3445",34,32.92,3193,3119,1996,3292,-9.89083333,-62.46222222
"ctb0033-RO3467",34,32.77,4167,4207,1996,3277,-9.02194444,-61.87
"ctb0033-RO3508",34,32.17,3479,3261,1996,3217,-10.77194444,-61.97111111
"ctb0033-RO3549",34,32.95,3533,3455,1996,3295,-10.37083333,-62.53166667
"ctb0033-RO3551",34,33.46,3185,3118,1996,3346,-10.29472222,-62.45888889
"ctb0033-RO3602",34,33.73,3392,3303,1996,3373,-11.06333333,-62.82694444
"ctb0033-RO3606",34,33.5,3280,3174,1996,3350,-10.99833333,-62.78305556
"ctb0033-RO3737",34,35.24,4093,3953,1996,3524,-8.40361111,-63.94333333
"ctb0033-RO3799",34,34.23,3546,3455,1996,3423,-11.14944444,-62.83611111
"ctb0033-RO3885",34,31.4,4881,4970,1996,3140,-11.96472222,-62.14305556
"ctb0033-RO3928",34,33.12,3926,3809,1996,3312,-11.93194444,-62.05305556
"ctb0033-RO1058",35,33.74,3437,3368,1996,3374,-12.03333333,-64.06333333
"ctb0033-RO1553",35,36.22,4129,4047,1996,3622,-12.37583333,-59.85833333
"ctb0033-RO1557",35,35.07,4499,4434,1996,3507,-12.45833333,-59.94805556
"ctb0033-RO1559",35,33.66,4467,4397,1996,3366,-12.51555556,-60.03722222
"ctb0033-RO1573",35,34.91,3463,3348,1996,3491,-12.96333333,-60.38638889
"ctb0033-RO1691",35,34.51,3982,3892,1996,3451,-12.54638889,-61.55611111
"ctb0033-RO1770",35,35.36,4301,4289,1996,3536,-13.49083333,-60.70305556
"ctb0033-RO1776",35,35,4456,4264,1996,3500,-13.18722222,-60.57416667
"ctb0033-RO1781",35,33.84,4388,4301,1996,3384,-13.29833333,-60.71555556
"ctb0033-RO1793",35,37.76,4381,4301,1996,3776,-13.19916667,-60.76416667
"ctb0033-RO1816",35,35.48,4902,4643,1996,3548,-12.94611111,-61.08055556
"ctb0033-RO2019",35,33.72,3745,3597,1996,3372,-10.63638889,-65.13777778
"ctb0033-RO2130",35,34.72,3443,3338,1996,3472,-11.87472222,-65.02416667
"ctb0033-RO2215",35,34.56,4047,3936,1996,3456,-12.36694444,-59.9625
"ctb0033-RO2341",35,34.21,NA,NA,1996,3421,-8.28305556,-63.00611111
"ctb0033-RO2354",35,34.63,3665,3591,1996,3463,-8.93277778,-63.59805556
"ctb0033-RO2461",35,35.36,3324,3239,1996,3536,-12.54472222,-62.16694444
"ctb0033-RO2541",35,35.14,4225,4145,1996,3514,-12.65111111,-61.20666667
"ctb0033-RO2577",35,34.52,3553,3466,1996,3452,-12.11361111,-60.74222222
"ctb0033-RO2589",35,34.71,3403,3385,1996,3471,-12.31805556,-60.85972222
"ctb0033-RO2616",35,34.47,3505,3412,1996,3447,-12.08638889,-61.32444444
"ctb0033-RO3020",35,33.96,3976,3871,1996,3396,-12.20138889,-62.67972222
"ctb0033-RO3031",35,34.95,3650,3473,1996,3495,-12.07361111,-62.62166667
"ctb0033-RO3183",35,34.71,3471,3396,1996,3471,-11.675,-61.33472222
"ctb0033-RO3280",35,34.34,3437,3399,1996,3434,-9.44611111,-62.22305556
"ctb0033-RO3300",35,35.54,3766,3608,1996,3554,-9.69972222,-66.23888889
"ctb0033-RO3342",35,34.22,3447,3293,1996,3422,-9.35333333,-64.87583333
"ctb0033-RO3371",35,33.75,3532,3496,1996,3375,-11.49444444,-61.64666667
"ctb0033-RO3521",35,34.63,3337,3272,1996,3463,-10.63611111,-62.07444444
"ctb0033-RO3537",35,34.5,3441,3417,1996,3450,-10.42555556,-62.25222222
"ctb0033-RO3750",35,34.69,3498,3457,1996,3469,-9.12305556,-63.82305556
"ctb0033-RO3765",35,35.27,3395,3334,1996,3527,-11.2875,-61.75083333
"ctb0033-RO1005",36,37.4,3855,3606,1996,3740,-12.39472222,-64.22166667
"ctb0033-RO1094",36,35.66,4277,3999,1996,3566,-12.30138889,-64.36416667
"ctb0033-RO1546",36,35.79,3332,3279,1996,3579,-12.35583333,-60.91027778
"ctb0033-RO1830",36,34.31,4211,4176,1996,3431,-13.17972222,-60.99777778
"ctb0033-RO1886",36,34.44,4942,4876,1996,3444,-13.10305556,-60.85972222
"ctb0033-RO2032",36,42.17,3404,3291,1996,4217,-10.56222222,-65.30416667
"ctb0033-RO2055",36,37.23,3399,3286,1996,3723,-10.37972222,-64.97444444
"ctb0033-RO2071",36,48.55,3450,3432,1996,4855,-10.60277778,-65.37333333
"ctb0033-RO2159",36,34.44,4485,3777,1996,3444,-11.18111111,-64.83138889
"ctb0033-RO2187",36,35.76,3373,3245,1996,3576,-10.9325,-65.06055556
"ctb0033-RO2240",36,36.74,4795,4696,1996,3674,-12.13222222,-61.87277778
"ctb0033-RO2371",36,39.12,3906,3653,1996,3912,-8.90833333,-63.23
"ctb0033-RO2391",36,36.22,4038,3994,1996,3622,-8.65944444,-63.6
"ctb0033-RO2464",36,35.12,4464,3869,1996,3512,-12.60666667,-62.15361111
"ctb0033-RO2488",36,35.9,3398,3319,1996,3590,-12.57416667,-61.90916667
"ctb0033-RO2575",36,39.22,3478,3406,1996,3922,-12.17472222,-60.66361111
"ctb0033-RO2595",36,36.67,3793,3629,1996,3667,-12.72111111,-61.51055556
"ctb0033-RO2620",36,35.91,4203,4095,1996,3591,-12.02861111,-61.37611111
"ctb0033-RO2636",36,35.27,3742,3521,1996,3527,-13.07277778,-62.27305556
"ctb0033-RO2662",36,35.81,NA,NA,1996,3581,-13.525,-61.82805556
"ctb0033-RO2812",36,36.59,3623,3497,1996,3659,-11.92305556,-61.18166667
"ctb0033-RO2854",36,35.14,4293,4237,1996,3514,-11.64583333,-60.76722222
"ctb0033-RO2864",36,35.47,4571,4413,1996,3547,-11.54694444,-60.60083333
"ctb0033-RO2981",36,34.63,3387,3246,1996,3463,-9.74361111,-66.64805556
"ctb0033-RO3116",36,35.66,4267,4202,1996,3566,-11.15888889,-61.50972222
"ctb0033-RO3157",36,35.9,3559,3396,1996,3590,-11.23611111,-60.94305556
"ctb0033-RO3162",36,37.46,4107,4038,1996,3746,-11.19666667,-61.03638889
"ctb0033-RO3169",36,39.27,4159,4087,1996,3927,-11.33722222,-60.90083333
"ctb0033-RO3236",36,35.5,3922,3632,1996,3550,-9.355,-62.12388889
"ctb0033-RO3240",36,36.12,3440,3368,1996,3612,-9.30944444,-62.12333333
"ctb0033-RO3303",36,36.31,3866,3743,1996,3631,-9.70916667,-66.08527778
"ctb0033-RO3436",36,36.36,3203,3159,1996,3636,-9.75083333,-62.69694444
"ctb0033-RO3748",36,36.21,3432,3288,1996,3621,-9.01694444,-64.0525
"ctb0033-RO3895",36,36.07,3821,3742,1996,3607,-9.14527778,-64.31944444
"ctb0033-RO3933",36,38.54,4300,4177,1996,3854,-11.85,-62.22694444
"ctb0033-RO0607",37,36.02,3698,3657,1996,3602,-9.09111111,-63.28833333
"ctb0033-RO0661H",37,39.9,3892,3837,1996,3990,-11.0660345666105,-62.6798531344748
"ctb0033-RO1011",37,36.23,3405,3336,1996,3623,-12.02944444,-64.11944444
"ctb0033-RO1051",37,35.9,3850,3609,1996,3590,-12.4625,-64.1425
"ctb0033-RO1590",37,36.54,4355,4268,1996,3654,-12.52944444,-60.30944444
"ctb0033-RO1795",37,37.6,4300,4250,1996,3760,-13.19,-60.67916667
"ctb0033-RO1818",37,36.28,4279,4178,1996,3628,-13.09194444,-61.17
"ctb0033-RO2180",37,36.17,3886,3503,1996,3617,-11.38722222,-64.71638889
"ctb0033-RO2243",37,37.86,5119,5058,1996,3786,-12.13194444,-61.96638889
"ctb0033-RO2280",37,35.5,4749,4762,1996,3550,-12.07666667,-61.84861111
"ctb0033-RO2347",37,36.65,3922,3611,1996,3665,-8.87861111,-63.50805556
"ctb0033-RO2387",37,38.12,3487,3416,1996,3812,-8.61166667,-63.72805556
"ctb0033-RO2397",37,37.44,4334,4254,1996,3744,-8.90472222,-63.97666667
"ctb0033-RO2529",37,36.4,3495,3442,1996,3640,-12.72777778,-61.16944444
"ctb0033-RO2568",37,39.19,4434,4399,1996,3919,-12.26694444,-61.13277778
"ctb0033-RO2600",37,37.22,3467,3341,1996,3722,-12.38027778,-60.88638889
"ctb0033-RO2915",37,36.38,3379,3336,1996,3638,-9.63694444,-64.83416667
"ctb0033-RO3075",37,37.18,4079,3973,1996,3718,-11.48055556,-61.33472222
"ctb0033-RO3102",37,37.72,3664,3626,1996,3772,-11.30694444,-61.17166667
"ctb0033-RO3148",37,36.6,3646,3529,1996,3660,-11.34388889,-61.15416667
"ctb0033-RO3174",37,37.03,4123,4045,1996,3703,-11.51361111,-61.00222222
"ctb0033-RO3205",37,34.95,4021,3962,1996,3495,-9.80027778,-62.03333333
"ctb0033-RO3218",37,35.95,3250,3193,1996,3595,-9.91416667,-62.33138889
"ctb0033-RO3260",37,41.31,3364,3327,1996,4131,-9.44722222,-61.6775
"ctb0033-RO3453",37,36.94,3513,3443,1996,3694,-9.19111111,-61.64944444
"ctb0033-RO3458",37,35.67,3872,3808,1996,3567,-8.99277778,-61.56972222
"ctb0033-RO3630",37,38.34,4108,3361,1996,3834,-11.00916667,-62.29055556
"ctb0033-RO3676",37,39.43,3239,3195,1996,3943,-11.3275,-62.25583333
"ctb0033-RO3759",37,37.2,3458,3370,1996,3720,-11.07972222,-61.64944444
"ctb0033-RO3934",37,39.16,4312,4230,1996,3916,-11.84583333,-62.19611111
"ctb0033-RO0661C",38,40.41,3612,3562,1996,4041,-11.0647585512902,-62.681130983154
"ctb0033-RO0661G",38,40.93,3822,3753,1996,4093,-11.0670363999027,-62.6819191863658
"ctb0033-RO1016",38,46.14,3503,3374,1996,4614,-12.29388889,-64.02944444
"ctb0033-RO1017",38,38.42,3333,3239,1996,3842,-12.29277778,-64.08833333
"ctb0033-RO1037",38,37.83,3910,3742,1996,3783,-12.15888889,-64.28083333
"ctb0033-RO1111",38,41.08,3334,3182,1996,4108,-11.96388889,-62.98027778
"ctb0033-RO1278",38,37,5571,4525,1996,3700,-12.01444444,-64.32583333
"ctb0033-RO1283",38,38.21,0,0,1996,3821,-12.42555556,-64.22972222
"ctb0033-RO1290",38,46.88,3673,3255,1996,4688,-12.25138889,-63.79611111
"ctb0033-RO1335",38,38.28,3376,3317,1996,3828,-10.17388889,-63.78611111
"ctb0033-RO1348",38,36.71,3590,3537,1996,3671,-10.68527778,-63.60888889
"ctb0033-RO1636",38,36.89,4487,4402,1996,3689,-12.71222222,-61.14861111
"ctb0033-RO1693",38,37.85,3418,3383,1996,3785,-12.60194444,-61.5175
"ctb0033-RO1705",38,37.46,4888,4829,1996,3746,-13.19111111,-60.51277778
"ctb0033-RO1743",38,39.92,4267,4257,1996,3992,-13.08444444,-60.54722222
"ctb0033-RO1784",38,37.95,5064,4956,1996,3795,-13.26722222,-60.57861111
"ctb0033-RO1877",38,37.52,4200,4211,1996,3752,-13.44611111,-60.87194444
"ctb0033-RO1887",38,36.49,4326,4346,1996,3649,-13.2875,-60.70611111
